district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_11,北海道11区,100,38,0.38,石川香織,chudo,21,中川紘一,ldp,15,6
05_1,秋田県1区,100,39,0.39,冨樫博之,ldp,19,早川周作,chudo,7,12
13_1,東京都1区,100,59,0.59,海江田万里,chudo,24,山田美樹,ldp,15,9
14_1,神奈川県1区,100,50,0.5,篠原豪,chudo,20,丸尾南都子,ldp,17,3
23_1,愛知県1区,100,57,0.57,吉田統彦,chudo,24,熊田裕通,ldp,21,3
26_1,京都府1区,100,61,0.61,平竹耕三,chudo,20,勝目康,ldp,19,1
27_1,大阪府1区,100,51,0.51,井上英孝,ishin,30,大西宏幸,ldp,14,16
32_1,島根県1区,100,52,0.52,高階恵美子,ldp,25,亀井亜紀子,chudo,17,8
40_1,福岡県1区,100,54,0.54,井上貴博,ldp,17,丸尾圭祐,chudo,14,3
47_1,沖縄県1区,100,56,0.56,国場幸之助,ldp,21,山川泰博,ishin,13,8
