district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_11,北海道11区,100,69,0.69,石川香織,chudo,35,中川紘一,ldp,29,6
05_1,秋田県1区,100,75,0.75,冨樫博之,ldp,30,早川周作,chudo,13,17
13_1,東京都1区,100,66,0.66,海江田万里,chudo,26,山田美樹,ldp,15,11
14_1,神奈川県1区,100,75,0.75,篠原豪,chudo,39,丸尾南都子,ldp,25,14
23_1,愛知県1区,100,85,0.85,吉田統彦,chudo,44,熊田裕通,ldp,28,16
26_1,京都府1区,100,73,0.73,平竹耕三,chudo,26,勝目康,ldp,23,3
27_1,大阪府1区,100,74,0.74,井上英孝,ishin,28,塩野智郎,dpfp,16,12
32_1,島根県1区,100,64,0.64,高階恵美子,ldp,32,亀井亜紀子,chudo,25,7
40_1,福岡県1区,100,79,0.79,丸尾圭祐,chudo,25,井上貴博,ldp,23,2
47_1,沖縄県1区,100,63,0.63,国場幸之助,ldp,25,赤嶺政賢,jcp,15,10
