block,party,vote_count,vote_share,seats_won
hokkaido,chudo,262,0.41,4
hokkaido,ldp,252,0.3944,4
hokkaido,jcp,49,0.0767,0
hokkaido,sansei,21,0.0329,0
hokkaido,dpfp,20,0.0313,0
hokkaido,ishin,12,0.0188,0
hokkaido,reiwa,11,0.0172,0
hokkaido,mirai,8,0.0125,0
hokkaido,genzei,3,0.0047,0
hokkaido,shamin,1,0.0016,0
tohoku,ldp,698,0.5398,8
tohoku,chudo,373,0.2885,4
tohoku,dpfp,72,0.0557,0
tohoku,sansei,42,0.0325,0
tohoku,jcp,32,0.0247,0
tohoku,ishin,26,0.0201,0
tohoku,independent,23,0.0178,0
tohoku,reiwa,18,0.0139,0
tohoku,mirai,4,0.0031,0
tohoku,genzei,4,0.0031,0
tohoku,shamin,1,0.0008,0
kitakanto,ldp,1224,0.5656,12
kitakanto,chudo,380,0.1756,3
kitakanto,dpfp,124,0.0573,1
kitakanto,sansei,105,0.0485,1
kitakanto,jcp,98,0.0453,1
kitakanto,independent,96,0.0444,1
kitakanto,ishin,78,0.036,0
kitakanto,reiwa,39,0.018,0
kitakanto,mirai,7,0.0032,0
kitakanto,shoha,6,0.0028,0
kitakanto,genzei,4,0.0018,0
kitakanto,shamin,3,0.0014,0
minamikanto,ldp,907,0.4431,12
minamikanto,chudo,487,0.2379,6
minamikanto,jcp,205,0.1001,2
minamikanto,sansei,128,0.0625,1
minamikanto,dpfp,103,0.0503,1
minamikanto,ishin,89,0.0435,1
minamikanto,reiwa,50,0.0244,0
minamikanto,mirai,24,0.0117,0
minamikanto,independent,21,0.0103,0
minamikanto,genzei,18,0.0088,0
minamikanto,shamin,15,0.0073,0
tokyo,ldp,439,0.2882,7
tokyo,chudo,282,0.1852,4
tokyo,dpfp,251,0.1648,4
tokyo,sansei,181,0.1188,2
tokyo,ishin,110,0.0722,1
tokyo,jcp,96,0.063,1
tokyo,reiwa,61,0.0401,0
tokyo,shoha,40,0.0263,0
tokyo,mirai,31,0.0204,0
tokyo,independent,15,0.0098,0
tokyo,genzei,9,0.0059,0
tokyo,hoshuto,7,0.0046,0
tokyo,shamin,1,0.0007,0
hokurikushinetsu,ldp,550,0.5189,7
hokurikushinetsu,chudo,225,0.2123,3
hokurikushinetsu,jcp,66,0.0623,0
hokurikushinetsu,sansei,62,0.0585,0
hokurikushinetsu,dpfp,54,0.0509,0
hokurikushinetsu,ishin,53,0.05,0
hokurikushinetsu,independent,24,0.0226,0
hokurikushinetsu,reiwa,19,0.0179,0
hokurikushinetsu,mirai,4,0.0038,0
hokurikushinetsu,genzei,2,0.0019,0
hokurikushinetsu,shamin,1,0.0009,0
tokai,ldp,940,0.4463,11
tokai,chudo,511,0.2426,6
tokai,dpfp,220,0.1045,2
tokai,jcp,120,0.057,1
tokai,sansei,80,0.038,1
tokai,genzei,74,0.0351,0
tokai,ishin,60,0.0285,0
tokai,reiwa,57,0.0271,0
tokai,independent,16,0.0076,0
tokai,mirai,12,0.0057,0
tokai,shamin,11,0.0052,0
tokai,hoshuto,5,0.0024,0
kinki,ldp,999,0.3506,11
kinki,ishin,715,0.251,8
kinki,chudo,345,0.1211,3
kinki,jcp,318,0.1116,3
kinki,sansei,119,0.0418,1
kinki,dpfp,114,0.04,1
kinki,reiwa,90,0.0316,1
kinki,independent,80,0.0281,0
kinki,mirai,38,0.0133,0
kinki,shoha,14,0.0049,0
kinki,shamin,12,0.0042,0
kinki,genzei,5,0.0018,0
chugoku,ldp,640,0.5761,7
chugoku,chudo,194,0.1746,2
chugoku,jcp,93,0.0837,1
chugoku,dpfp,53,0.0477,0
chugoku,sansei,45,0.0405,0
chugoku,ishin,44,0.0396,0
chugoku,independent,22,0.0198,0
chugoku,reiwa,12,0.0108,0
chugoku,mirai,7,0.0063,0
chugoku,shamin,1,0.0009,0
shikoku,ldp,426,0.6387,5
shikoku,chudo,79,0.1184,1
shikoku,dpfp,70,0.1049,0
shikoku,jcp,30,0.045,0
shikoku,ishin,25,0.0375,0
shikoku,sansei,24,0.036,0
shikoku,independent,7,0.0105,0
shikoku,reiwa,5,0.0075,0
shikoku,mirai,1,0.0015,0
kyushu,ldp,1217,0.5606,13
kyushu,chudo,352,0.1621,4
kyushu,dpfp,127,0.0585,1
kyushu,sansei,114,0.0525,1
kyushu,jcp,108,0.0497,1
kyushu,ishin,77,0.0355,0
kyushu,independent,67,0.0309,0
kyushu,shamin,38,0.0175,0
kyushu,reiwa,35,0.0161,0
kyushu,genzei,19,0.0088,0
kyushu,mirai,15,0.0069,0
kyushu,hoshuto,2,0.0009,0
