block,party,vote_count,vote_share,seats_won
hokkaido,ldp,247,0.4442,4
hokkaido,chudo,219,0.3939,4
hokkaido,sansei,27,0.0486,0
hokkaido,jcp,24,0.0432,0
hokkaido,dpfp,24,0.0432,0
hokkaido,ishin,10,0.018,0
hokkaido,mirai,4,0.0072,0
hokkaido,reiwa,1,0.0018,0
tohoku,ldp,596,0.5399,8
tohoku,chudo,308,0.279,4
tohoku,dpfp,59,0.0534,0
tohoku,sansei,36,0.0326,0
tohoku,jcp,33,0.0299,0
tohoku,independent,24,0.0217,0
tohoku,reiwa,23,0.0208,0
tohoku,ishin,17,0.0154,0
tohoku,mirai,6,0.0054,0
tohoku,genzei,1,0.0009,0
tohoku,shamin,1,0.0009,0
kitakanto,ldp,1047,0.5666,12
kitakanto,chudo,331,0.1791,4
kitakanto,dpfp,113,0.0611,1
kitakanto,sansei,93,0.0503,1
kitakanto,jcp,84,0.0455,1
kitakanto,independent,69,0.0373,0
kitakanto,ishin,49,0.0265,0
kitakanto,reiwa,34,0.0184,0
kitakanto,mirai,14,0.0076,0
kitakanto,shoha,7,0.0038,0
kitakanto,genzei,3,0.0016,0
kitakanto,shamin,3,0.0016,0
kitakanto,hoshuto,1,0.0005,0
minamikanto,ldp,780,0.4241,11
minamikanto,chudo,487,0.2648,7
minamikanto,jcp,166,0.0903,2
minamikanto,sansei,122,0.0663,1
minamikanto,dpfp,103,0.056,1
minamikanto,ishin,75,0.0408,1
minamikanto,reiwa,32,0.0174,0
minamikanto,mirai,28,0.0152,0
minamikanto,genzei,18,0.0098,0
minamikanto,independent,16,0.0087,0
minamikanto,shamin,12,0.0065,0
tokyo,ldp,409,0.3068,7
tokyo,chudo,279,0.2093,5
tokyo,dpfp,210,0.1575,3
tokyo,sansei,125,0.0938,2
tokyo,jcp,94,0.0705,1
tokyo,ishin,92,0.069,1
tokyo,reiwa,44,0.033,0
tokyo,shoha,27,0.0203,0
tokyo,mirai,18,0.0135,0
tokyo,independent,16,0.012,0
tokyo,genzei,13,0.0098,0
tokyo,shamin,3,0.0023,0
tokyo,hoshuto,3,0.0023,0
hokurikushinetsu,ldp,504,0.5234,7
hokurikushinetsu,chudo,216,0.2243,3
hokurikushinetsu,sansei,52,0.054,0
hokurikushinetsu,jcp,50,0.0519,0
hokurikushinetsu,dpfp,49,0.0509,0
hokurikushinetsu,ishin,42,0.0436,0
hokurikushinetsu,independent,23,0.0239,0
hokurikushinetsu,reiwa,20,0.0208,0
hokurikushinetsu,shamin,3,0.0031,0
hokurikushinetsu,genzei,2,0.0021,0
hokurikushinetsu,mirai,2,0.0021,0
tokai,ldp,876,0.4727,11
tokai,chudo,459,0.2477,6
tokai,dpfp,167,0.0901,2
tokai,jcp,89,0.048,1
tokai,sansei,78,0.0421,1
tokai,reiwa,53,0.0286,0
tokai,genzei,49,0.0264,0
tokai,ishin,45,0.0243,0
tokai,mirai,13,0.007,0
tokai,shamin,10,0.0054,0
tokai,independent,8,0.0043,0
tokai,hoshuto,6,0.0032,0
kinki,ldp,853,0.3415,10
kinki,ishin,644,0.2578,8
kinki,chudo,332,0.1329,4
kinki,jcp,260,0.1041,3
kinki,sansei,111,0.0444,1
kinki,dpfp,93,0.0372,1
kinki,reiwa,78,0.0312,1
kinki,independent,78,0.0312,0
kinki,mirai,33,0.0132,0
kinki,shoha,8,0.0032,0
kinki,shamin,5,0.002,0
kinki,genzei,3,0.0012,0
chugoku,ldp,561,0.5789,7
chugoku,chudo,167,0.1723,2
chugoku,jcp,80,0.0826,1
chugoku,dpfp,59,0.0609,0
chugoku,sansei,37,0.0382,0
chugoku,ishin,31,0.032,0
chugoku,reiwa,20,0.0206,0
chugoku,independent,9,0.0093,0
chugoku,mirai,4,0.0041,0
chugoku,genzei,1,0.001,0
shikoku,ldp,371,0.6204,5
shikoku,chudo,76,0.1271,1
shikoku,dpfp,56,0.0936,0
shikoku,jcp,38,0.0635,0
shikoku,sansei,22,0.0368,0
shikoku,ishin,19,0.0318,0
shikoku,reiwa,9,0.0151,0
shikoku,independent,3,0.005,0
shikoku,mirai,3,0.005,0
shikoku,shamin,1,0.0017,0
kyushu,ldp,1110,0.576,14
kyushu,chudo,309,0.1604,3
kyushu,dpfp,103,0.0535,1
kyushu,sansei,92,0.0477,1
kyushu,jcp,91,0.0472,1
kyushu,ishin,71,0.0368,0
kyushu,independent,48,0.0249,0
kyushu,shamin,38,0.0197,0
kyushu,reiwa,34,0.0176,0
kyushu,genzei,16,0.0083,0
kyushu,mirai,14,0.0073,0
kyushu,hoshuto,1,0.0005,0
