district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_1,北海道1区,100,47,0.47,臼木秀剛,dpfp,19,道下大樹,chudo,9,10
01_2,北海道2区,100,42,0.42,松木謙公,chudo,16,高橋祐介,ldp,12,4
01_3,北海道3区,100,38,0.38,高木宏寿,ldp,18,荒井優,chudo,10,8
01_4,北海道4区,100,48,0.48,中村裕之,ldp,26,大築紅葉,chudo,17,9
01_5,北海道5区,100,47,0.47,池田真紀,chudo,32,和田義明,ldp,15,17
01_6,北海道6区,100,45,0.45,東国幹,ldp,20,西川将人,chudo,18,2
01_7,北海道7区,100,52,0.52,鈴木貴子,ldp,35,篠田奈保子,chudo,17,18
01_8,北海道8区,100,45,0.45,向山淳,ldp,25,逢坂誠二,chudo,20,5
01_9,北海道9区,100,48,0.48,松下英樹,ldp,23,山岡達丸,chudo,20,3
01_10,北海道10区,100,39,0.39,渡辺孝一,ldp,21,神谷裕,chudo,18,3
01_11,北海道11区,100,53,0.53,石川香織,chudo,25,中川紘一,ldp,20,5
01_12,北海道12区,100,52,0.52,武部新,ldp,29,川原田英世,chudo,23,6
02_1,青森県1区,100,47,0.47,津島淳,ldp,32,升田世喜男,chudo,10,22
02_2,青森県2区,100,57,0.57,神田潤一,ldp,45,金浜亨,dpfp,5,40
02_3,青森県3区,100,49,0.49,木村次郎,ldp,21,岡田華子,chudo,15,6
03_1,岩手県1区,100,58,0.58,階猛,chudo,30,米内紘正,ldp,13,17
03_2,岩手県2区,100,54,0.54,鈴木俊一,ldp,45,佐々木真琴,dpfp,9,36
03_3,岩手県3区,100,63,0.63,藤原崇,ldp,32,小沢一郎,chudo,29,3
04_1,宮城県1区,100,43,0.43,土井亨,ldp,19,岡本章子,chudo,12,7
04_2,宮城県2区,100,53,0.53,鎌田さゆり,chudo,18,渡辺勝幸,ldp,13,5
04_3,宮城県3区,100,63,0.63,西村明宏,ldp,27,柳沢剛,chudo,24,3
04_4,宮城県4区,100,59,0.59,森下千里,ldp,37,安住淳,chudo,17,20
04_5,宮城県5区,100,54,0.54,小野寺五典,ldp,38,境恒春,chudo,9,29
04_6,宮城県6区,100,52,0.52,,,0,,,0,0
05_1,秋田県1区,100,44,0.44,冨樫博之,ldp,26,鈴木知,jcp,6,20
05_2,秋田県2区,100,44,0.44,福原淳嗣,ldp,30,緑川貴士,chudo,14,16
05_3,秋田県3区,100,55,0.55,御法川信英,ldp,42,村岡敏英,dpfp,13,29
06_1,山形県1区,100,48,0.48,原田和広,chudo,24,遠藤寛明,ldp,20,4
06_2,山形県2区,100,51,0.51,鈴木憲和,ldp,35,菊池大二郎,dpfp,13,22
06_3,山形県3区,100,57,0.57,加藤鮎子,ldp,38,喜多恒介,dpfp,9,29
07_1,福島県1区,100,51,0.51,金子恵美,chudo,25,西山尚利,ldp,24,1
07_2,福島県2区,100,54,0.54,玄葉光一郎,chudo,27,根本拓,ldp,21,6
07_3,福島県3区,100,53,0.53,上杉謙太郎,ldp,24,小熊慎司,chudo,20,4
07_4,福島県4区,100,47,0.47,坂本竜太郎,ldp,24,斎藤裕喜,chudo,15,9
07_5,福島県5区,100,62,0.62,,,0,,,0,0
08_1,茨城県1区,100,57,0.57,田所嘉徳,ldp,36,福島伸享,independent,12,24
08_2,茨城県2区,100,63,0.63,額賀福志郎,ldp,42,小沼巧,chudo,10,32
08_3,茨城県3区,100,62,0.62,葉梨康弘,ldp,40,梶岡博樹,chudo,12,28
08_4,茨城県4区,100,53,0.53,梶山弘志,ldp,44,吉田翔,jcp,9,35
08_5,茨城県5区,100,63,0.63,浅野哲,dpfp,35,鈴木拓海,ldp,28,7
08_6,茨城県6区,100,60,0.6,国光文乃,ldp,37,青山大人,independent,16,21
08_7,茨城県7区,100,62,0.62,永岡桂子,ldp,46,中村勇太,independent,16,30
09_1,栃木県1区,100,60,0.6,船田元,ldp,40,小池篤史,chudo,6,34
09_2,栃木県2区,100,58,0.58,五十嵐清,ldp,35,福田昭夫,chudo,17,18
09_3,栃木県3区,100,67,0.67,簗和生,ldp,53,伊賀央,chudo,9,44
09_4,栃木県4区,100,64,0.64,石坂太,ldp,30,藤岡隆雄,chudo,22,8
09_5,栃木県5区,100,73,0.73,茂木敏充,ldp,56,宮本陽介,sansei,7,49
10_1,群馬県1区,100,62,0.62,中曽根康隆,ldp,40,河村正剛,chudo,14,26
10_2,群馬県2区,100,57,0.57,井野俊郎,ldp,42,高橋保,jcp,6,36
10_3,群馬県3区,100,58,0.58,笹川博義,ldp,41,長谷川嘉一,chudo,17,24
10_4,群馬県4区,100,54,0.54,福田達夫,ldp,38,山田博規,chudo,9,29
10_5,群馬県5区,100,57,0.57,小渕優子,ldp,50,木暮智貴,sansei,7,43
11_1,埼玉県1区,100,65,0.65,村井英樹,ldp,24,武正公一,chudo,19,5
11_2,埼玉県2区,100,61,0.61,新藤義孝,ldp,37,細谷勇人,dpfp,11,26
11_3,埼玉県3区,100,56,0.56,黄川田仁志,ldp,29,竹内千春,chudo,21,8
11_4,埼玉県4区,100,56,0.56,穂坂泰,ldp,22,工藤薫,jcp,13,9
11_5,埼玉県5区,100,52,0.52,枝野幸男,chudo,23,井原隆,ldp,16,7
11_6,埼玉県6区,100,52,0.52,大島敦,chudo,19,尾花瑛仁,ldp,14,5
11_7,埼玉県7区,100,48,0.48,中野英幸,ldp,26,小宮山泰子,chudo,22,4
11_8,埼玉県8区,100,55,0.55,柴山昌彦,ldp,33,市来伴子,chudo,17,16
11_9,埼玉県9区,100,57,0.57,大塚拓,ldp,40,杉村慎治,chudo,17,23
11_10,埼玉県10区,100,45,0.45,坂本祐之輔,chudo,25,山口晋,ldp,20,5
11_11,埼玉県11区,100,54,0.54,小泉龍司,ldp,22,柿沼遥輝,jcp,11,11
11_12,埼玉県12区,100,53,0.53,野中厚,ldp,30,森田俊和,chudo,23,7
11_13,埼玉県13区,100,61,0.61,三ツ林裕巳,ldp,32,杉山鎮夫,sansei,10,22
11_14,埼玉県14区,100,53,0.53,藤田誠,ldp,23,苗村京子,jcp,14,9
11_15,埼玉県15区,100,50,0.5,田中良生,ldp,25,小山田経子,chudo,11,14
12_1,千葉県1区,100,57,0.57,門山宏哲,ldp,26,田嶋要,chudo,22,4
12_2,千葉県2区,100,59,0.59,小林鷹之,ldp,29,白石ちよ,jcp,16,13
12_3,千葉県3区,100,61,0.61,松野博一,ldp,36,岡島一正,chudo,14,22
12_4,千葉県4区,100,56,0.56,鹿嶋祐介,ldp,22,水沼秀幸,chudo,11,11
12_5,千葉県5区,100,62,0.62,英利アルフィヤ,ldp,20,岡野純子,dpfp,16,4
12_6,千葉県6区,100,60,0.6,渡辺博道,ldp,31,安藤淳子,chudo,18,13
12_7,千葉県7区,100,62,0.62,斎藤健,ldp,33,林田章裕,dpfp,21,12
12_8,千葉県8区,100,61,0.61,松本泉,ldp,18,石塚貞通,ishin,17,1
12_9,千葉県9区,100,53,0.53,奥野総一郎,chudo,19,田宮寿人,ldp,18,1
12_10,千葉県10区,100,64,0.64,小池正昭,ldp,33,谷田川元,chudo,17,16
12_11,千葉県11区,100,57,0.57,森英介,ldp,26,多ケ谷亮,chudo,17,9
12_12,千葉県12区,100,57,0.57,浜田靖一,ldp,34,大薄裕也,independent,12,22
12_13,千葉県13区,100,59,0.59,松本尚,ldp,37,宮川伸,chudo,18,19
13_1,東京都1区,100,45,0.45,山田美樹,ldp,12,海江田万里,chudo,12,0
13_2,東京都2区,100,51,0.51,辻清人,ldp,14,土橋章宏,mirai,8,6
13_3,東京都3区,100,50,0.5,石崎徹,ishin,16,石原宏高,ldp,15,1
13_4,東京都4区,100,53,0.53,井戸正枝,dpfp,24,平将明,ldp,15,9
13_5,東京都5区,100,54,0.54,若宮健嗣,ldp,25,手塚仁雄,chudo,13,12
13_6,東京都6区,100,54,0.54,落合貴之,chudo,17,畦元将吾,ldp,14,3
13_7,東京都7区,100,56,0.56,松尾明弘,chudo,19,丸川珠代,ldp,16,3
13_8,東京都8区,100,57,0.57,森田一成,dpfp,13,海保杜久麻,reiwa,11,2
13_9,東京都9区,100,60,0.6,菅原一秀,ldp,26,山岸一生,chudo,15,11
13_10,東京都10区,100,46,0.46,鈴木庸介,chudo,19,鈴木隼人,ldp,14,5
13_11,東京都11区,100,51,0.51,阿久津幸彦,chudo,13,下村博文,ldp,10,3
13_12,東京都12区,100,44,0.44,高木啓,ldp,14,阿部司,ishin,9,5
13_13,東京都13区,100,52,0.52,沢田真吾,jcp,17,土田慎,ldp,14,3
13_14,東京都14区,100,48,0.48,松島みどり,ldp,14,櫛渕万里,reiwa,13,1
