district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_11,北海道11区,100,44,0.44,石川香織,chudo,21,中川紘一,ldp,19,2
05_1,秋田県1区,100,45,0.45,冨樫博之,ldp,19,木村佐知子,dpfp,8,11
13_1,東京都1区,100,47,0.47,海江田万里,chudo,16,山田美樹,ldp,13,3
14_1,神奈川県1区,100,45,0.45,篠原豪,chudo,29,浅川義治,ishin,10,19
23_1,愛知県1区,100,46,0.46,吉田統彦,chudo,23,熊田裕通,ldp,14,9
26_1,京都府1区,100,51,0.51,勝目康,ldp,19,平竹耕三,chudo,11,8
27_1,大阪府1区,100,45,0.45,井上英孝,ishin,18,大西宏幸,ldp,12,6
32_1,島根県1区,100,58,0.58,高階恵美子,ldp,40,亀井亜紀子,chudo,13,27
40_1,福岡県1区,100,53,0.53,丸尾圭祐,chudo,17,山本剛正,ishin,15,2
47_1,沖縄県1区,100,62,0.62,国場幸之助,ldp,23,赤嶺政賢,jcp,18,5
