block,party,vote_count,vote_share,seats_won
hokkaido,ldp,249,0.4503,4
hokkaido,chudo,223,0.4033,4
hokkaido,sansei,24,0.0434,0
hokkaido,jcp,24,0.0434,0
hokkaido,dpfp,14,0.0253,0
hokkaido,ishin,10,0.0181,0
hokkaido,reiwa,5,0.009,0
hokkaido,mirai,2,0.0036,0
hokkaido,shamin,2,0.0036,0
tohoku,ldp,570,0.5004,8
tohoku,chudo,343,0.3011,4
tohoku,dpfp,71,0.0623,0
tohoku,jcp,37,0.0325,0
tohoku,sansei,36,0.0316,0
tohoku,ishin,29,0.0255,0
tohoku,independent,23,0.0202,0
tohoku,reiwa,17,0.0149,0
tohoku,mirai,7,0.0061,0
tohoku,genzei,5,0.0044,0
tohoku,shamin,1,0.0009,0
kitakanto,ldp,1003,0.5395,12
kitakanto,chudo,346,0.1861,4
kitakanto,dpfp,104,0.0559,1
kitakanto,sansei,103,0.0554,1
kitakanto,jcp,97,0.0522,1
kitakanto,ishin,76,0.0409,0
kitakanto,independent,69,0.0371,0
kitakanto,reiwa,34,0.0183,0
kitakanto,mirai,14,0.0075,0
kitakanto,shoha,5,0.0027,0
kitakanto,genzei,3,0.0016,0
kitakanto,hoshuto,3,0.0016,0
kitakanto,shamin,2,0.0011,0
minamikanto,ldp,711,0.4107,11
minamikanto,chudo,495,0.286,7
minamikanto,jcp,166,0.0959,2
minamikanto,sansei,114,0.0659,1
minamikanto,dpfp,81,0.0468,1
minamikanto,ishin,66,0.0381,1
minamikanto,reiwa,28,0.0162,0
minamikanto,mirai,20,0.0116,0
minamikanto,independent,20,0.0116,0
minamikanto,shamin,16,0.0092,0
minamikanto,genzei,14,0.0081,0
tokyo,ldp,441,0.3231,7
tokyo,chudo,276,0.2022,5
tokyo,dpfp,218,0.1597,3
tokyo,sansei,135,0.0989,2
tokyo,ishin,87,0.0637,1
tokyo,jcp,79,0.0579,1
tokyo,reiwa,43,0.0315,0
tokyo,shoha,27,0.0198,0
tokyo,mirai,26,0.019,0
tokyo,independent,15,0.011,0
tokyo,genzei,12,0.0088,0
tokyo,hoshuto,5,0.0037,0
tokyo,shamin,1,0.0007,0
hokurikushinetsu,ldp,477,0.4958,7
hokurikushinetsu,chudo,230,0.2391,3
hokurikushinetsu,sansei,64,0.0665,0
hokurikushinetsu,jcp,63,0.0655,0
hokurikushinetsu,dpfp,46,0.0478,0
hokurikushinetsu,ishin,44,0.0457,0
hokurikushinetsu,independent,20,0.0208,0
hokurikushinetsu,reiwa,13,0.0135,0
hokurikushinetsu,mirai,3,0.0031,0
hokurikushinetsu,shamin,1,0.001,0
hokurikushinetsu,genzei,1,0.001,0
tokai,ldp,879,0.4744,12
tokai,chudo,468,0.2526,6
tokai,dpfp,156,0.0842,2
tokai,jcp,73,0.0394,1
tokai,sansei,73,0.0394,0
tokai,ishin,62,0.0335,0
tokai,genzei,56,0.0302,0
tokai,reiwa,42,0.0227,0
tokai,independent,19,0.0103,0
tokai,shamin,9,0.0049,0
tokai,mirai,9,0.0049,0
tokai,hoshuto,7,0.0038,0
kinki,ldp,821,0.3272,11
kinki,ishin,652,0.2599,8
kinki,chudo,335,0.1335,4
kinki,jcp,271,0.108,3
kinki,sansei,122,0.0486,1
kinki,dpfp,102,0.0407,1
kinki,independent,72,0.0287,0
kinki,reiwa,69,0.0275,0
kinki,mirai,37,0.0147,0
kinki,shoha,13,0.0052,0
kinki,shamin,11,0.0044,0
kinki,genzei,4,0.0016,0
chugoku,ldp,584,0.5959,7
chugoku,chudo,171,0.1745,2
chugoku,jcp,82,0.0837,1
chugoku,dpfp,58,0.0592,0
chugoku,sansei,28,0.0286,0
chugoku,ishin,23,0.0235,0
chugoku,reiwa,16,0.0163,0
chugoku,independent,11,0.0112,0
chugoku,mirai,4,0.0041,0
chugoku,shamin,3,0.0031,0
shikoku,ldp,411,0.6597,5
shikoku,chudo,84,0.1348,1
shikoku,dpfp,46,0.0738,0
shikoku,jcp,27,0.0433,0
shikoku,sansei,23,0.0369,0
shikoku,ishin,16,0.0257,0
shikoku,reiwa,7,0.0112,0
shikoku,independent,3,0.0048,0
shikoku,mirai,3,0.0048,0
shikoku,shamin,2,0.0032,0
shikoku,genzei,1,0.0016,0
kyushu,ldp,1104,0.5744,14
kyushu,chudo,306,0.1592,3
kyushu,dpfp,114,0.0593,1
kyushu,jcp,98,0.051,1
kyushu,sansei,89,0.0463,1
kyushu,ishin,66,0.0343,0
kyushu,independent,61,0.0317,0
kyushu,reiwa,33,0.0172,0
kyushu,shamin,24,0.0125,0
kyushu,genzei,15,0.0078,0
kyushu,mirai,11,0.0057,0
kyushu,hoshuto,1,0.0005,0
