block,party,vote_count,vote_share,seats_won
hokkaido,ldp,14,0.3784,4
hokkaido,chudo,9,0.2432,3
hokkaido,reiwa,4,0.1081,1
hokkaido,ishin,3,0.0811,0
hokkaido,dpfp,3,0.0811,0
hokkaido,sansei,2,0.0541,0
hokkaido,jcp,1,0.027,0
hokkaido,komei,1,0.027,0
tohoku,ldp,34,0.68,11
tohoku,dpfp,5,0.1,1
tohoku,chudo,3,0.06,0
tohoku,jcp,2,0.04,0
tohoku,ishin,2,0.04,0
tohoku,sansei,2,0.04,0
tohoku,reiwa,2,0.04,0
tokyo,ldp,25,0.4237,8
tokyo,chudo,17,0.2881,6
tokyo,ishin,12,0.2034,4
tokyo,jcp,3,0.0508,1
tokyo,sansei,2,0.0339,0
minamikanto,ldp,30,0.4688,11
minamikanto,ishin,15,0.2344,6
minamikanto,chudo,12,0.1875,4
minamikanto,dpfp,3,0.0469,1
minamikanto,reiwa,3,0.0469,1
minamikanto,jcp,1,0.0156,0
tokai,ldp,20,0.3571,9
tokai,chudo,9,0.1607,4
tokai,dpfp,7,0.125,3
tokai,ishin,6,0.1071,2
tokai,自由民主党,4,0.0714,1
tokai,sansei,3,0.0536,1
tokai,genzei,3,0.0536,1
tokai,reiwa,2,0.0357,0
tokai,jcp,2,0.0357,0
kinki,ishin,46,0.4107,13
kinki,ldp,37,0.3304,10
kinki,chudo,8,0.0714,2
kinki,jcp,6,0.0536,1
kinki,dpfp,6,0.0536,1
kinki,mirai,4,0.0357,1
kinki,sansei,3,0.0268,0
kinki,reiwa,2,0.0179,0
chugoku,ldp,31,0.5,6
chugoku,chudo,9,0.1452,2
chugoku,dpfp,5,0.0806,1
chugoku,ishin,5,0.0806,1
chugoku,reiwa,4,0.0645,0
chugoku,sansei,2,0.0323,0
chugoku,立憲民主党,2,0.0323,0
chugoku,jcp,2,0.0323,0
chugoku,社会民主党,1,0.0161,0
chugoku,komei,1,0.0161,0
kyushu,ldp,62,0.5167,12
kyushu,ishin,17,0.1417,3
kyushu,jcp,17,0.1417,3
kyushu,chudo,9,0.075,1
kyushu,reiwa,5,0.0417,1
kyushu,sansei,4,0.0333,0
kyushu,dpfp,3,0.025,0
kyushu,特になし,1,0.0083,0
kyushu,社会民主党,1,0.0083,0
kyushu,komei,1,0.0083,0
