district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_11,北海道11区,100,37,0.37,中川紘一,ldp,18,石川香織,chudo,16,2
05_1,秋田県1区,100,50,0.5,冨樫博之,ldp,34,早川周作,chudo,6,28
13_1,東京都1区,100,59,0.59,山田美樹,ldp,25,海江田万里,chudo,17,8
14_1,神奈川県1区,100,64,0.64,丸尾南都子,ldp,27,篠原豪,chudo,22,5
23_1,愛知県1区,100,56,0.56,熊田裕通,ldp,27,吉田統彦,chudo,18,9
26_1,京都府1区,100,52,0.52,勝目康,ldp,22,佐々木隆吏,ishin,9,13
27_1,大阪府1区,100,60,0.6,井上英孝,ishin,38,大西宏幸,ldp,14,24
32_1,島根県1区,100,62,0.62,高階恵美子,ldp,36,亀井亜紀子,chudo,18,18
40_1,福岡県1区,100,60,0.6,井上貴博,ldp,34,丸尾圭祐,chudo,10,24
47_1,沖縄県1区,100,60,0.6,国場幸之助,ldp,29,赤嶺政賢,jcp,18,11
