district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_1,北海道1区,100,39,0.39,道下大樹,chudo,12,加藤貴弘,ldp,12,0
01_2,北海道2区,100,44,0.44,松木謙公,chudo,20,高橋祐介,ldp,8,12
01_3,北海道3区,100,42,0.42,荒井優,chudo,21,高木宏寿,ldp,11,10
01_4,北海道4区,100,52,0.52,中村裕之,ldp,23,大築紅葉,chudo,19,4
01_5,北海道5区,100,43,0.43,池田真紀,chudo,28,和田義明,ldp,15,13
01_6,北海道6区,100,55,0.55,東国幹,ldp,27,西川将人,chudo,21,6
01_7,北海道7区,100,54,0.54,鈴木貴子,ldp,39,篠田奈保子,chudo,15,24
01_8,北海道8区,100,49,0.49,逢坂誠二,chudo,26,向山淳,ldp,23,3
01_9,北海道9区,100,50,0.5,山岡達丸,chudo,26,松下英樹,ldp,13,13
01_10,北海道10区,100,45,0.45,神谷裕,chudo,24,渡辺孝一,ldp,21,3
01_11,北海道11区,100,51,0.51,石川香織,chudo,23,中川紘一,ldp,20,3
01_12,北海道12区,100,50,0.5,武部新,ldp,27,川原田英世,chudo,23,4
02_1,青森県1区,100,46,0.46,津島淳,ldp,21,升田世喜男,chudo,17,4
02_2,青森県2区,100,53,0.53,神田潤一,ldp,35,松尾和彦,chudo,8,27
02_3,青森県3区,100,56,0.56,岡田華子,chudo,20,木村次郎,ldp,19,1
03_1,岩手県1区,100,56,0.56,階猛,chudo,29,米内紘正,ldp,16,13
03_2,岩手県2区,100,65,0.65,鈴木俊一,ldp,56,佐々木真琴,dpfp,9,47
03_3,岩手県3区,100,55,0.55,小沢一郎,chudo,37,藤原崇,ldp,14,23
04_1,宮城県1区,100,50,0.5,岡本章子,chudo,22,土井亨,ldp,11,11
04_2,宮城県2区,100,41,0.41,鎌田さゆり,chudo,16,早坂敦,ishin,10,6
04_3,宮城県3区,100,58,0.58,西村明宏,ldp,22,柳沢剛,chudo,14,8
04_4,宮城県4区,100,53,0.53,森下千里,ldp,25,安住淳,chudo,22,3
04_5,宮城県5区,100,52,0.52,小野寺五典,ldp,37,境恒春,chudo,10,27
04_6,宮城県6区,100,58,0.58,,,0,,,0,0
05_1,秋田県1区,100,52,0.52,冨樫博之,ldp,25,松浦大悟,ishin,9,16
05_2,秋田県2区,100,45,0.45,福原淳嗣,ldp,26,緑川貴士,chudo,19,7
05_3,秋田県3区,100,46,0.46,御法川信英,ldp,26,村岡敏英,dpfp,20,6
06_1,山形県1区,100,53,0.53,原田和広,chudo,36,遠藤寛明,ldp,11,25
