block,party,vote_count,vote_share,seats_won
hokkaido,chudo,246,0.4286,4
hokkaido,ldp,230,0.4007,4
hokkaido,jcp,32,0.0557,0
hokkaido,sansei,26,0.0453,0
hokkaido,dpfp,16,0.0279,0
hokkaido,ishin,11,0.0192,0
hokkaido,reiwa,9,0.0157,0
hokkaido,shamin,3,0.0052,0
hokkaido,mirai,1,0.0017,0
tohoku,ldp,501,0.443,6
tohoku,chudo,359,0.3174,5
tohoku,dpfp,81,0.0716,1
tohoku,sansei,50,0.0442,0
tohoku,jcp,36,0.0318,0
tohoku,independent,36,0.0318,0
tohoku,ishin,29,0.0256,0
tohoku,reiwa,26,0.023,0
tohoku,mirai,7,0.0062,0
tohoku,shamin,3,0.0027,0
tohoku,genzei,3,0.0027,0
kitakanto,ldp,921,0.4995,11
kitakanto,chudo,347,0.1882,4
kitakanto,sansei,125,0.0678,1
kitakanto,dpfp,124,0.0672,1
kitakanto,jcp,97,0.0526,1
kitakanto,independent,86,0.0466,1
kitakanto,ishin,73,0.0396,0
kitakanto,reiwa,33,0.0179,0
kitakanto,mirai,19,0.0103,0
kitakanto,shamin,5,0.0027,0
kitakanto,hoshuto,5,0.0027,0
kitakanto,shoha,5,0.0027,0
kitakanto,genzei,4,0.0022,0
minamikanto,ldp,695,0.3974,10
minamikanto,chudo,463,0.2647,7
minamikanto,jcp,170,0.0972,2
minamikanto,sansei,143,0.0818,2
minamikanto,dpfp,85,0.0486,1
minamikanto,ishin,69,0.0395,1
minamikanto,reiwa,39,0.0223,0
minamikanto,mirai,29,0.0166,0
minamikanto,independent,24,0.0137,0
minamikanto,genzei,17,0.0097,0
minamikanto,shamin,15,0.0086,0
tokyo,ldp,397,0.2928,7
tokyo,chudo,258,0.1903,4
tokyo,dpfp,219,0.1615,3
tokyo,sansei,155,0.1143,2
tokyo,ishin,92,0.0678,1
tokyo,jcp,87,0.0642,1
tokyo,reiwa,55,0.0406,1
tokyo,shoha,28,0.0206,0
tokyo,mirai,26,0.0192,0
tokyo,independent,19,0.014,0
tokyo,genzei,13,0.0096,0
tokyo,hoshuto,6,0.0044,0
tokyo,shamin,1,0.0007,0
hokurikushinetsu,ldp,447,0.4647,6
hokurikushinetsu,chudo,228,0.237,3
hokurikushinetsu,sansei,70,0.0728,1
hokurikushinetsu,jcp,58,0.0603,0
hokurikushinetsu,ishin,54,0.0561,0
hokurikushinetsu,dpfp,52,0.0541,0
hokurikushinetsu,independent,24,0.0249,0
hokurikushinetsu,reiwa,22,0.0229,0
hokurikushinetsu,mirai,3,0.0031,0
hokurikushinetsu,shamin,2,0.0021,0
hokurikushinetsu,genzei,2,0.0021,0
tokai,ldp,787,0.4233,11
tokai,chudo,456,0.2453,6
tokai,dpfp,184,0.099,2
tokai,jcp,117,0.0629,1
tokai,sansei,95,0.0511,1
tokai,ishin,59,0.0317,0
tokai,genzei,52,0.028,0
tokai,reiwa,49,0.0264,0
tokai,independent,25,0.0134,0
tokai,mirai,16,0.0086,0
tokai,hoshuto,12,0.0065,0
tokai,shamin,7,0.0038,0
kinki,ldp,795,0.3165,10
kinki,ishin,609,0.2424,8
kinki,chudo,319,0.127,4
kinki,jcp,301,0.1198,3
kinki,sansei,150,0.0597,1
kinki,dpfp,107,0.0426,1
kinki,independent,80,0.0318,1
kinki,reiwa,76,0.0303,0
kinki,mirai,43,0.0171,0
kinki,shoha,15,0.006,0
kinki,shamin,15,0.006,0
kinki,genzei,2,0.0008,0
chugoku,ldp,547,0.557,7
chugoku,chudo,168,0.1711,2
chugoku,jcp,89,0.0906,1
chugoku,dpfp,57,0.058,0
chugoku,sansei,45,0.0458,0
chugoku,ishin,26,0.0265,0
chugoku,independent,19,0.0193,0
chugoku,reiwa,18,0.0183,0
chugoku,mirai,5,0.0051,0
chugoku,genzei,5,0.0051,0
chugoku,shamin,3,0.0031,0
shikoku,ldp,384,0.6086,5
shikoku,chudo,92,0.1458,1
shikoku,dpfp,53,0.084,0
shikoku,sansei,33,0.0523,0
shikoku,jcp,31,0.0491,0
shikoku,ishin,20,0.0317,0
shikoku,reiwa,7,0.0111,0
shikoku,shamin,4,0.0063,0
shikoku,independent,3,0.0048,0
shikoku,mirai,3,0.0048,0
shikoku,genzei,1,0.0016,0
kyushu,ldp,1061,0.5472,13
kyushu,chudo,322,0.1661,4
kyushu,dpfp,126,0.065,1
kyushu,jcp,108,0.0557,1
kyushu,sansei,91,0.0469,1
kyushu,ishin,71,0.0366,0
kyushu,independent,67,0.0346,0
kyushu,reiwa,33,0.017,0
kyushu,shamin,31,0.016,0
kyushu,genzei,18,0.0093,0
kyushu,mirai,10,0.0052,0
kyushu,hoshuto,1,0.0005,0
