block,party,vote_count,vote_share,seats_won
hokkaido,chudo,235,0.4211,4
hokkaido,ldp,225,0.4032,4
hokkaido,sansei,29,0.052,0
hokkaido,dpfp,28,0.0502,0
hokkaido,jcp,24,0.043,0
hokkaido,ishin,7,0.0125,0
hokkaido,mirai,5,0.009,0
hokkaido,reiwa,3,0.0054,0
hokkaido,shamin,1,0.0018,0
hokkaido,genzei,1,0.0018,0
tohoku,ldp,568,0.509,7
tohoku,chudo,304,0.2724,4
tohoku,dpfp,72,0.0645,1
tohoku,independent,42,0.0376,0
tohoku,sansei,39,0.0349,0
tohoku,jcp,35,0.0314,0
tohoku,ishin,23,0.0206,0
tohoku,reiwa,22,0.0197,0
tohoku,mirai,9,0.0081,0
tohoku,shamin,2,0.0018,0
kitakanto,ldp,941,0.5111,11
kitakanto,chudo,353,0.1917,4
kitakanto,dpfp,122,0.0663,1
kitakanto,sansei,117,0.0636,1
kitakanto,jcp,106,0.0576,1
kitakanto,independent,79,0.0429,1
kitakanto,ishin,54,0.0293,0
kitakanto,reiwa,38,0.0206,0
kitakanto,mirai,15,0.0081,0
kitakanto,shoha,9,0.0049,0
kitakanto,genzei,3,0.0016,0
kitakanto,shamin,3,0.0016,0
kitakanto,hoshuto,1,0.0005,0
minamikanto,ldp,719,0.4001,11
minamikanto,chudo,428,0.2382,6
minamikanto,jcp,190,0.1057,2
minamikanto,sansei,149,0.0829,2
minamikanto,dpfp,121,0.0673,1
minamikanto,ishin,78,0.0434,1
minamikanto,reiwa,36,0.02,0
minamikanto,mirai,26,0.0145,0
minamikanto,genzei,19,0.0106,0
minamikanto,independent,19,0.0106,0
minamikanto,shamin,12,0.0067,0
tokyo,ldp,388,0.2898,7
tokyo,chudo,257,0.1919,4
tokyo,dpfp,198,0.1479,3
tokyo,sansei,167,0.1247,3
tokyo,jcp,99,0.0739,1
tokyo,ishin,91,0.068,1
tokyo,reiwa,44,0.0329,0
tokyo,shoha,30,0.0224,0
tokyo,independent,23,0.0172,0
tokyo,mirai,20,0.0149,0
tokyo,genzei,14,0.0105,0
tokyo,hoshuto,7,0.0052,0
tokyo,shamin,1,0.0007,0
hokurikushinetsu,ldp,464,0.49,7
hokurikushinetsu,chudo,196,0.207,2
hokurikushinetsu,sansei,66,0.0697,1
hokurikushinetsu,jcp,62,0.0655,0
hokurikushinetsu,dpfp,57,0.0602,0
hokurikushinetsu,ishin,43,0.0454,0
hokurikushinetsu,independent,27,0.0285,0
hokurikushinetsu,reiwa,23,0.0243,0
hokurikushinetsu,shamin,4,0.0042,0
hokurikushinetsu,mirai,4,0.0042,0
hokurikushinetsu,genzei,1,0.0011,0
tokai,ldp,840,0.4463,11
tokai,chudo,449,0.2386,6
tokai,dpfp,176,0.0935,2
tokai,jcp,103,0.0547,1
tokai,sansei,92,0.0489,1
tokai,genzei,60,0.0319,0
tokai,ishin,56,0.0298,0
tokai,reiwa,54,0.0287,0
tokai,mirai,17,0.009,0
tokai,independent,14,0.0074,0
tokai,shamin,12,0.0064,0
tokai,hoshuto,9,0.0048,0
kinki,ldp,785,0.3139,10
kinki,ishin,619,0.2475,8
kinki,chudo,350,0.1399,4
kinki,jcp,296,0.1184,3
kinki,sansei,121,0.0484,1
kinki,dpfp,103,0.0412,1
kinki,reiwa,77,0.0308,1
kinki,independent,77,0.0308,0
kinki,mirai,39,0.0156,0
kinki,shamin,16,0.0064,0
kinki,shoha,12,0.0048,0
kinki,genzei,6,0.0024,0
chugoku,ldp,543,0.5479,8
chugoku,chudo,197,0.1988,2
chugoku,dpfp,67,0.0676,0
chugoku,jcp,66,0.0666,0
chugoku,sansei,45,0.0454,0
chugoku,ishin,37,0.0373,0
chugoku,reiwa,18,0.0182,0
chugoku,independent,13,0.0131,0
chugoku,mirai,5,0.005,0
shikoku,ldp,350,0.5912,5
shikoku,chudo,86,0.1453,1
shikoku,dpfp,52,0.0878,0
shikoku,jcp,33,0.0557,0
shikoku,ishin,30,0.0507,0
shikoku,sansei,25,0.0422,0
shikoku,reiwa,9,0.0152,0
shikoku,mirai,4,0.0068,0
shikoku,independent,2,0.0034,0
shikoku,shamin,1,0.0017,0
kyushu,ldp,1006,0.5306,13
kyushu,chudo,301,0.1588,3
kyushu,sansei,123,0.0649,1
kyushu,dpfp,115,0.0607,1
kyushu,jcp,107,0.0564,1
kyushu,ishin,82,0.0432,1
kyushu,independent,52,0.0274,0
kyushu,shamin,42,0.0222,0
kyushu,reiwa,33,0.0174,0
kyushu,genzei,17,0.009,0
kyushu,mirai,16,0.0084,0
kyushu,hoshuto,2,0.0011,0
