district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_1,北海道1区,100,47,0.47,臼木秀剛,dpfp,18,道下大樹,chudo,9,9
01_2,北海道2区,100,42,0.42,松木謙公,chudo,14,高橋祐介,ldp,13,1
01_3,北海道3区,100,42,0.42,荒井優,chudo,17,高木宏寿,ldp,17,0
01_4,北海道4区,100,48,0.48,中村裕之,ldp,26,大築紅葉,chudo,17,9
01_5,北海道5区,100,50,0.5,池田真紀,chudo,33,和田義明,ldp,17,16
01_6,北海道6区,100,41,0.41,西川将人,chudo,19,東国幹,ldp,17,2
01_7,北海道7区,100,49,0.49,鈴木貴子,ldp,32,篠田奈保子,chudo,17,15
01_8,北海道8区,100,45,0.45,向山淳,ldp,24,逢坂誠二,chudo,21,3
01_9,北海道9区,100,49,0.49,山岡達丸,chudo,26,松下英樹,ldp,15,11
01_10,北海道10区,100,39,0.39,神谷裕,chudo,20,渡辺孝一,ldp,19,1
01_11,北海道11区,100,54,0.54,石川香織,chudo,32,中川紘一,ldp,15,17
01_12,北海道12区,100,52,0.52,武部新,ldp,32,川原田英世,chudo,20,12
02_1,青森県1区,100,47,0.47,津島淳,ldp,31,升田世喜男,chudo,11,20
02_2,青森県2区,100,64,0.64,神田潤一,ldp,39,金浜亨,dpfp,13,26
02_3,青森県3区,100,49,0.49,木村次郎,ldp,27,岡田華子,chudo,12,15
03_1,岩手県1区,100,58,0.58,階猛,chudo,29,米内紘正,ldp,11,18
03_2,岩手県2区,100,55,0.55,鈴木俊一,ldp,47,佐々木真琴,dpfp,8,39
03_3,岩手県3区,100,60,0.6,小沢一郎,chudo,32,藤原崇,ldp,24,8
04_1,宮城県1区,100,45,0.45,土井亨,ldp,16,岡本章子,chudo,12,4
04_2,宮城県2区,100,53,0.53,鎌田さゆり,chudo,19,渡辺勝幸,ldp,12,7
04_3,宮城県3区,100,62,0.62,西村明宏,ldp,27,柳沢剛,chudo,17,10
04_4,宮城県4区,100,59,0.59,森下千里,ldp,33,安住淳,chudo,22,11
04_5,宮城県5区,100,51,0.51,小野寺五典,ldp,36,境恒春,chudo,10,26
04_6,宮城県6区,100,52,0.52,,,0,,,0,0
05_1,秋田県1区,100,44,0.44,冨樫博之,ldp,25,鈴木知,jcp,7,18
05_2,秋田県2区,100,51,0.51,福原淳嗣,ldp,31,緑川貴士,chudo,20,11
05_3,秋田県3区,100,55,0.55,御法川信英,ldp,37,村岡敏英,dpfp,18,19
06_1,山形県1区,100,48,0.48,遠藤寛明,ldp,24,原田和広,chudo,20,4
06_2,山形県2区,100,51,0.51,鈴木憲和,ldp,34,菊池大二郎,dpfp,14,20
06_3,山形県3区,100,57,0.57,加藤鮎子,ldp,40,喜多恒介,dpfp,8,32
07_1,福島県1区,100,52,0.52,金子恵美,chudo,23,西山尚利,ldp,22,1
07_2,福島県2区,100,54,0.54,玄葉光一郎,chudo,25,根本拓,ldp,20,5
07_3,福島県3区,100,49,0.49,小熊慎司,chudo,21,上杉謙太郎,ldp,17,4
07_4,福島県4区,100,52,0.52,坂本竜太郎,ldp,25,斎藤裕喜,chudo,15,10
07_5,福島県5区,100,62,0.62,,,0,,,0,0
08_1,茨城県1区,100,57,0.57,田所嘉徳,ldp,32,福島伸享,independent,15,17
08_2,茨城県2区,100,61,0.61,額賀福志郎,ldp,39,小沼巧,chudo,11,28
08_3,茨城県3区,100,62,0.62,葉梨康弘,ldp,35,梶岡博樹,chudo,12,23
08_4,茨城県4区,100,54,0.54,梶山弘志,ldp,43,吉田翔,jcp,11,32
08_5,茨城県5区,100,62,0.62,浅野哲,dpfp,36,鈴木拓海,ldp,26,10
08_6,茨城県6区,100,57,0.57,国光文乃,ldp,28,青山大人,independent,18,10
08_7,茨城県7区,100,66,0.66,永岡桂子,ldp,52,中村勇太,independent,14,38
09_1,栃木県1区,100,60,0.6,船田元,ldp,39,小池篤史,chudo,6,33
09_2,栃木県2区,100,58,0.58,五十嵐清,ldp,30,福田昭夫,chudo,19,11
09_3,栃木県3区,100,67,0.67,簗和生,ldp,48,伊賀央,chudo,12,36
09_4,栃木県4区,100,59,0.59,藤岡隆雄,chudo,26,石坂太,ldp,16,10
09_5,栃木県5区,100,70,0.7,茂木敏充,ldp,48,宮本陽介,sansei,10,38
10_1,群馬県1区,100,61,0.61,中曽根康隆,ldp,41,店橋世津子,jcp,11,30
10_2,群馬県2区,100,57,0.57,井野俊郎,ldp,35,高橋保,jcp,8,27
10_3,群馬県3区,100,65,0.65,笹川博義,ldp,44,長谷川嘉一,chudo,21,23
10_4,群馬県4区,100,59,0.59,福田達夫,ldp,37,山田博規,chudo,13,24
10_5,群馬県5区,100,57,0.57,小渕優子,ldp,48,木暮智貴,sansei,9,39
11_1,埼玉県1区,100,60,0.6,村井英樹,ldp,21,武正公一,chudo,18,3
11_2,埼玉県2区,100,61,0.61,新藤義孝,ldp,32,細谷勇人,dpfp,14,18
11_3,埼玉県3区,100,57,0.57,黄川田仁志,ldp,25,竹内千春,chudo,20,5
11_4,埼玉県4区,100,54,0.54,穂坂泰,ldp,20,工藤薫,jcp,14,6
11_5,埼玉県5区,100,51,0.51,枝野幸男,chudo,21,飯塚佳佑,sansei,16,5
11_6,埼玉県6区,100,55,0.55,大島敦,chudo,19,秋山もえ,jcp,12,7
11_7,埼玉県7区,100,51,0.51,中野英幸,ldp,26,小宮山泰子,chudo,25,1
11_8,埼玉県8区,100,55,0.55,柴山昌彦,ldp,33,市来伴子,chudo,17,16
11_9,埼玉県9区,100,51,0.51,大塚拓,ldp,32,杉村慎治,chudo,19,13
11_10,埼玉県10区,100,48,0.48,坂本祐之輔,chudo,28,山口晋,ldp,20,8
11_11,埼玉県11区,100,54,0.54,小泉龍司,ldp,18,柿沼遥輝,jcp,13,5
11_12,埼玉県12区,100,51,0.51,野中厚,ldp,27,森田俊和,chudo,24,3
11_13,埼玉県13区,100,58,0.58,三ツ林裕巳,ldp,28,杉山鎮夫,sansei,12,16
11_14,埼玉県14区,100,53,0.53,藤田誠,ldp,21,苗村京子,jcp,14,7
11_15,埼玉県15区,100,50,0.5,田中良生,ldp,22,南原竜樹,ishin,10,12
12_1,千葉県1区,100,57,0.57,門山宏哲,ldp,25,田嶋要,chudo,21,4
12_2,千葉県2区,100,60,0.6,小林鷹之,ldp,29,白石ちよ,jcp,20,9
12_3,千葉県3区,100,58,0.58,松野博一,ldp,27,渡部公美子,jcp,14,13
12_4,千葉県4区,100,57,0.57,水沼秀幸,chudo,13,鹿嶋祐介,ldp,13,0
12_5,千葉県5区,100,61,0.61,岡野純子,dpfp,19,英利アルフィヤ,ldp,18,1
12_6,千葉県6区,100,54,0.54,渡辺博道,ldp,18,浦野真,jcp,11,7
12_7,千葉県7区,100,62,0.62,斎藤健,ldp,33,林田章裕,dpfp,21,12
12_8,千葉県8区,100,62,0.62,松本泉,ldp,25,本庄知史,chudo,15,10
12_9,千葉県9区,100,54,0.54,奥野総一郎,chudo,21,田沼隆志,ishin,15,6
12_10,千葉県10区,100,64,0.64,小池正昭,ldp,32,谷田川元,chudo,16,16
12_11,千葉県11区,100,62,0.62,森英介,ldp,34,椎名史明,jcp,14,20
12_12,千葉県12区,100,57,0.57,浜田靖一,ldp,31,葛原茂,jcp,14,17
12_13,千葉県13区,100,56,0.56,松本尚,ldp,35,宮川伸,chudo,13,22
13_1,東京都1区,100,45,0.45,黒田朝陽,jcp,15,山田美樹,ldp,12,3
13_2,東京都2区,100,50,0.5,辻清人,ldp,10,鳩山紀一郎,dpfp,9,1
13_3,東京都3区,100,50,0.5,石崎徹,ishin,19,石原宏高,ldp,15,4
13_4,東京都4区,100,57,0.57,井戸正枝,dpfp,18,平将明,ldp,17,1
13_5,東京都5区,100,56,0.56,若宮健嗣,ldp,20,松岡登志子,sansei,11,9
13_6,東京都6区,100,55,0.55,落合貴之,chudo,17,畦元将吾,ldp,14,3
13_7,東京都7区,100,56,0.56,松尾明弘,chudo,16,丸川珠代,ldp,16,0
13_8,東京都8区,100,60,0.6,吉田晴美,chudo,14,門寛子,ldp,10,4
13_9,東京都9区,100,55,0.55,菅原一秀,ldp,19,山岸一生,chudo,16,3
13_10,東京都10区,100,46,0.46,鈴木庸介,chudo,17,鈴木隼人,ldp,15,2
13_11,東京都11区,100,46,0.46,阿久津幸彦,chudo,10,下村博文,ldp,7,3
13_12,東京都12区,100,44,0.44,高木啓,ldp,13,阿部司,ishin,9,4
13_13,東京都13区,100,52,0.52,沢田真吾,jcp,18,土田慎,ldp,13,5
13_14,東京都14区,100,54,0.54,松島みどり,ldp,16,櫛渕万里,reiwa,15,1
13_15,東京都15区,100,60,0.6,酒井菜摘,chudo,16,大空幸星,ldp,15,1
13_16,東京都16区,100,51,0.51,柴田勝之,chudo,18,竹内知子,dpfp,13,5
13_17,東京都17区,100,61,0.61,平沢勝栄,ldp,15,反田麻理,chudo,13,2
13_18,東京都18区,100,61,0.61,松下玲子,chudo,17,福田かおる,ldp,17,0
13_19,東京都19区,100,48,0.48,末松義規,chudo,14,松本洋平,ldp,13,1
13_20,東京都20区,100,62,0.62,木原誠二,ldp,26,大西健太郎,dpfp,14,12
13_21,東京都21区,100,62,0.62,小田原潔,ldp,28,黒田太郎,dpfp,11,17
13_22,東京都22区,100,57,0.57,伊藤達也,ldp,29,山花郁夫,chudo,15,14
13_23,東京都23区,100,48,0.48,川松真一朗,ldp,13,池川友一,jcp,13,0
13_24,東京都24区,100,53,0.53,萩生田光一,ldp,17,細貝悠,chudo,14,3
13_25,東京都25区,100,50,0.5,宗像久敬,dpfp,17,井上信治,ldp,14,3
14_1,神奈川県1区,100,46,0.46,丸尾南都子,ldp,17,篠原豪,chudo,16,1
14_2,神奈川県2区,100,57,0.57,新田章文,ldp,19,片山智絵,dpfp,12,7
14_3,神奈川県3区,100,56,0.56,中村武人,chudo,16,二宮研,dpfp,15,1
14_4,神奈川県4区,100,59,0.59,早稲田夕季,chudo,27,永田磨梨奈,ldp,18,9
14_5,神奈川県5区,100,58,0.58,坂井学,ldp,17,山崎誠,chudo,17,0
14_6,神奈川県6区,100,49,0.49,古川直季,ldp,26,青柳陽一郎,chudo,23,3
14_7,神奈川県7区,100,57,0.57,中谷一馬,chudo,34,鈴木馨祐,ldp,23,11
14_8,神奈川県8区,100,48,0.48,三谷英弘,ldp,27,江田憲司,chudo,21,6
14_9,神奈川県9区,100,50,0.5,笠浩史,chudo,22,上原正裕,ldp,17,5
14_10,神奈川県10区,100,54,0.54,田中和徳,ldp,16,山口翔平,dpfp,13,3
14_11,神奈川県11区,100,56,0.56,前林恒平,sansei,21,小泉進次郎,ldp,20,1
14_12,神奈川県12区,100,50,0.5,星野剛士,ldp,15,阿部知子,chudo,14,1
14_13,神奈川県13区,100,55,0.55,丸田康一郎,ldp,26,太栄志,chudo,17,9
14_14,神奈川県14区,100,41,0.41,先沖仁志,sansei,12,赤間二郎,ldp,10,2
14_15,神奈川県15区,100,63,0.63,河野太郎,ldp,25,小山善光,sansei,14,11
14_16,神奈川県16区,100,60,0.6,佐藤主迪,ldp,31,後藤祐一,chudo,29,2
14_17,神奈川県17区,100,55,0.55,牧島かれん,ldp,26,佐々木奈保美,chudo,18,8
15_1,新潟県1区,100,51,0.51,内山航,ldp,19,中村岳夫,jcp,10,9
15_2,新潟県2区,100,55,0.55,国定勇人,ldp,24,菊田真紀子,chudo,15,9
15_3,新潟県3区,100,53,0.53,斎藤洋明,ldp,29,黒岩宇洋,chudo,18,11
15_4,新潟県4区,100,57,0.57,鷲尾英一郎,ldp,32,米山隆一,chudo,10,22
15_5,新潟県5区,100,55,0.55,高鳥修一,ldp,33,高野直行,sansei,12,21
15_6,新潟県6区,100,53,0.53,,,0,,,0,0
16_1,富山県1区,100,37,0.37,中田宏,ldp,25,青山了介,jcp,7,18
16_2,富山県2区,100,56,0.56,上田英俊,ldp,40,越川康晴,chudo,16,24
16_3,富山県3区,100,53,0.53,橘慶一郎,ldp,31,山本圭太,dpfp,8,23
17_1,石川県1区,100,52,0.52,小森卓郎,ldp,16,村田茂,jcp,13,3
17_2,石川県2区,100,44,0.44,佐々木紀,ldp,28,坂本浩,jcp,16,12
