district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_11,北海道11区,100,50,0.5,石川香織,chudo,35,中川紘一,ldp,13,22
05_1,秋田県1区,100,49,0.49,冨樫博之,ldp,25,木村佐知子,dpfp,13,12
13_1,東京都1区,100,50,0.5,海江田万里,chudo,17,山田美樹,ldp,13,4
14_1,神奈川県1区,100,49,0.49,篠原豪,chudo,21,丸尾南都子,ldp,15,6
23_1,愛知県1区,100,50,0.5,熊田裕通,ldp,18,吉田統彦,chudo,18,0
26_1,京都府1区,100,50,0.5,勝目康,ldp,13,佐々木隆吏,ishin,13,0
27_1,大阪府1区,100,49,0.49,井上英孝,ishin,21,竹内祥倫,jcp,10,11
32_1,島根県1区,100,50,0.5,高階恵美子,ldp,24,亀井亜紀子,chudo,15,9
40_1,福岡県1区,100,49,0.49,丸尾圭祐,chudo,17,岩本義孝,jcp,11,6
47_1,沖縄県1区,100,49,0.49,国場幸之助,ldp,24,赤嶺政賢,jcp,12,12
