block,party,vote_count,vote_share,seats_won
hokkaido,ldp,18,0.3673,4
hokkaido,ishin,13,0.2653,2
hokkaido,chudo,11,0.2245,2
hokkaido,reiwa,3,0.0612,0
hokkaido,dpfp,3,0.0612,0
hokkaido,共産党,1,0.0204,0
tohoku,ldp,25,0.5319,8
tohoku,dpfp,7,0.1489,2
tohoku,ishin,6,0.1277,1
tohoku,chudo,4,0.0851,1
tohoku,sansei,2,0.0426,0
tohoku,reiwa,1,0.0213,0
tohoku,komei,1,0.0213,0
tohoku,jcp,1,0.0213,0
tokyo,ldp,20,0.3846,8
tokyo,chudo,15,0.2885,5
tokyo,ishin,14,0.2692,5
tokyo,jcp,3,0.0577,1
minamikanto,ldp,19,0.3878,10
minamikanto,ishin,15,0.3061,7
minamikanto,chudo,10,0.2041,5
minamikanto,国民,2,0.0408,1
minamikanto,共産党,1,0.0204,0
minamikanto,dpfp,1,0.0204,0
minamikanto,reiwa,1,0.0204,0
tokai,ldp,12,0.2609,6
tokai,reiwa,7,0.1522,3
tokai,ishin,7,0.1522,3
tokai,dpfp,6,0.1304,3
tokai,komei,4,0.087,2
tokai,genzei,3,0.0652,1
tokai,jcp,2,0.0435,1
tokai,sansei,2,0.0435,1
tokai,立憲民主党,2,0.0435,1
tokai,chudo,1,0.0217,0
kinki,ishin,34,0.3269,10
kinki,ldp,28,0.2692,8
kinki,jcp,14,0.1346,4
kinki,chudo,9,0.0865,2
kinki,dpfp,7,0.0673,2
kinki,sansei,6,0.0577,1
kinki,mirai,4,0.0385,1
kinki,reiwa,2,0.0192,0
chugoku,ldp,30,0.5263,7
chugoku,ishin,9,0.1579,2
chugoku,jcp,5,0.0877,1
chugoku,dpfp,4,0.0702,0
chugoku,sansei,3,0.0526,0
chugoku,chudo,2,0.0351,0
chugoku,reiwa,1,0.0175,0
chugoku,社会民主党,1,0.0175,0
chugoku,立憲民主党,1,0.0175,0
chugoku,komei,1,0.0175,0
kyushu,ldp,36,0.3564,8
kyushu,ishin,30,0.297,7
kyushu,jcp,14,0.1386,3
kyushu,reiwa,8,0.0792,1
kyushu,chudo,7,0.0693,1
kyushu,dpfp,2,0.0198,0
kyushu,立憲民主党,2,0.0198,0
kyushu,komei,2,0.0198,0
