block,party,vote_count,vote_share,seats_won
hokkaido,chudo,256,0.4361,4
hokkaido,ldp,244,0.4157,4
hokkaido,jcp,32,0.0545,0
hokkaido,dpfp,21,0.0358,0
hokkaido,sansei,17,0.029,0
hokkaido,mirai,6,0.0102,0
hokkaido,reiwa,5,0.0085,0
hokkaido,ishin,4,0.0068,0
hokkaido,shamin,1,0.0017,0
hokkaido,genzei,1,0.0017,0
tohoku,ldp,601,0.5474,8
tohoku,chudo,325,0.296,4
tohoku,dpfp,45,0.041,0
tohoku,sansei,35,0.0319,0
tohoku,jcp,34,0.031,0
tohoku,reiwa,19,0.0173,0
tohoku,ishin,17,0.0155,0
tohoku,independent,15,0.0137,0
tohoku,mirai,4,0.0036,0
tohoku,genzei,3,0.0027,0
kitakanto,ldp,1018,0.5461,12
kitakanto,chudo,341,0.1829,4
kitakanto,dpfp,119,0.0638,1
kitakanto,sansei,100,0.0536,1
kitakanto,jcp,82,0.044,1
kitakanto,ishin,75,0.0402,0
kitakanto,independent,71,0.0381,0
kitakanto,reiwa,35,0.0188,0
kitakanto,mirai,14,0.0075,0
kitakanto,shoha,5,0.0027,0
kitakanto,hoshuto,2,0.0011,0
kitakanto,shamin,1,0.0005,0
kitakanto,genzei,1,0.0005,0
minamikanto,ldp,728,0.4158,11
minamikanto,chudo,475,0.2713,7
minamikanto,jcp,158,0.0902,2
minamikanto,sansei,125,0.0714,1
minamikanto,dpfp,89,0.0508,1
minamikanto,ishin,67,0.0383,1
minamikanto,reiwa,33,0.0188,0
minamikanto,genzei,28,0.016,0
minamikanto,mirai,18,0.0103,0
minamikanto,independent,18,0.0103,0
minamikanto,shamin,12,0.0069,0
tokyo,ldp,436,0.3204,7
tokyo,chudo,273,0.2006,5
tokyo,dpfp,199,0.1462,3
tokyo,sansei,133,0.0977,2
tokyo,ishin,98,0.072,1
tokyo,jcp,90,0.0661,1
tokyo,reiwa,42,0.0309,0
tokyo,shoha,26,0.0191,0
tokyo,independent,22,0.0162,0
tokyo,mirai,20,0.0147,0
tokyo,genzei,16,0.0118,0
tokyo,shamin,3,0.0022,0
tokyo,hoshuto,3,0.0022,0
hokurikushinetsu,ldp,458,0.4857,6
hokurikushinetsu,chudo,252,0.2672,3
hokurikushinetsu,jcp,66,0.07,1
hokurikushinetsu,sansei,47,0.0498,0
hokurikushinetsu,dpfp,44,0.0467,0
hokurikushinetsu,ishin,42,0.0445,0
hokurikushinetsu,independent,20,0.0212,0
hokurikushinetsu,reiwa,8,0.0085,0
hokurikushinetsu,mirai,4,0.0042,0
hokurikushinetsu,genzei,1,0.0011,0
hokurikushinetsu,shamin,1,0.0011,0
tokai,ldp,802,0.4544,11
tokai,chudo,440,0.2493,6
tokai,dpfp,157,0.089,2
tokai,jcp,101,0.0572,1
tokai,sansei,87,0.0493,1
tokai,ishin,48,0.0272,0
tokai,genzei,47,0.0266,0
tokai,reiwa,44,0.0249,0
tokai,independent,18,0.0102,0
tokai,mirai,12,0.0068,0
tokai,shamin,7,0.004,0
tokai,hoshuto,2,0.0011,0
kinki,ldp,864,0.3466,11
kinki,ishin,675,0.2708,8
kinki,chudo,313,0.1256,4
kinki,jcp,259,0.1039,3
kinki,sansei,103,0.0413,1
kinki,dpfp,81,0.0325,1
kinki,reiwa,76,0.0305,0
kinki,independent,67,0.0269,0
kinki,mirai,28,0.0112,0
kinki,shoha,13,0.0052,0
kinki,shamin,10,0.004,0
kinki,genzei,4,0.0016,0
chugoku,ldp,596,0.586,8
chugoku,chudo,200,0.1967,2
chugoku,jcp,70,0.0688,0
chugoku,dpfp,49,0.0482,0
chugoku,sansei,37,0.0364,0
chugoku,ishin,34,0.0334,0
chugoku,reiwa,17,0.0167,0
chugoku,independent,9,0.0088,0
chugoku,mirai,3,0.0029,0
chugoku,genzei,2,0.002,0
shikoku,ldp,397,0.6487,5
shikoku,chudo,75,0.1225,1
shikoku,dpfp,43,0.0703,0
shikoku,sansei,30,0.049,0
shikoku,jcp,29,0.0474,0
shikoku,ishin,18,0.0294,0
shikoku,reiwa,10,0.0163,0
shikoku,independent,5,0.0082,0
shikoku,mirai,4,0.0065,0
shikoku,shamin,1,0.0016,0
kyushu,ldp,1074,0.5588,13
kyushu,chudo,318,0.1655,4
kyushu,dpfp,106,0.0552,1
kyushu,jcp,105,0.0546,1
kyushu,sansei,103,0.0536,1
kyushu,independent,63,0.0328,0
kyushu,ishin,55,0.0286,0
kyushu,reiwa,34,0.0177,0
kyushu,shamin,28,0.0146,0
kyushu,genzei,20,0.0104,0
kyushu,mirai,13,0.0068,0
kyushu,hoshuto,3,0.0016,0
