block,party,vote_count,vote_share,seats_won
hokkaido,chudo,24,0.5581,5
hokkaido,ldp,15,0.3488,3
hokkaido,dpfp,3,0.0698,0
hokkaido,reiwa,1,0.0233,0
tohoku,ldp,17,0.4595,6
tohoku,dpfp,8,0.2162,3
tohoku,chudo,5,0.1351,2
tohoku,ishin,5,0.1351,1
tohoku,jcp,2,0.0541,0
tokyo,chudo,16,0.2963,6
tokyo,ishin,15,0.2778,5
tokyo,ldp,13,0.2407,5
tokyo,jcp,6,0.1111,2
tokyo,sansei,4,0.0741,1
minamikanto,chudo,21,0.375,10
minamikanto,ishin,16,0.2857,7
minamikanto,ldp,14,0.25,6
minamikanto,dpfp,2,0.0357,0
minamikanto,reiwa,2,0.0357,0
minamikanto,jcp,1,0.0179,0
tokai,ldp,12,0.2553,6
tokai,chudo,10,0.2128,5
tokai,dpfp,8,0.1702,4
tokai,立憲民主党,7,0.1489,3
tokai,ishin,5,0.1064,2
tokai,genzei,2,0.0426,1
tokai,komei,1,0.0213,0
tokai,sansei,1,0.0213,0
tokai,jcp,1,0.0213,0
kinki,ishin,36,0.383,11
kinki,ldp,18,0.1915,6
kinki,dpfp,11,0.117,3
kinki,jcp,10,0.1064,3
kinki,chudo,9,0.0957,3
kinki,reiwa,5,0.0532,1
kinki,sansei,4,0.0426,1
kinki,shoha,1,0.0106,0
chugoku,ldp,27,0.4737,6
chugoku,chudo,9,0.1579,2
chugoku,立憲民主党,5,0.0877,1
chugoku,jcp,4,0.0702,1
chugoku,ishin,3,0.0526,0
chugoku,reiwa,3,0.0526,0
chugoku,dpfp,3,0.0526,0
chugoku,維新の会,2,0.0351,0
chugoku,shamin,1,0.0175,0
kyushu,ldp,40,0.4255,9
kyushu,chudo,18,0.1915,4
kyushu,ishin,14,0.1489,3
kyushu,jcp,10,0.1064,2
kyushu,reiwa,9,0.0957,2
kyushu,sansei,2,0.0213,0
kyushu,dpfp,1,0.0106,0
