block,party,vote_count,vote_share,seats_won
hokkaido,chudo,32,0.5333,5
hokkaido,ldp,22,0.3667,3
hokkaido,sansei,5,0.0833,0
hokkaido,reiwa,1,0.0167,0
tohoku,ldp,33,0.569,8
tohoku,dpfp,7,0.1207,1
tohoku,jcp,5,0.0862,1
tohoku,sansei,4,0.069,1
tohoku,ishin,4,0.069,1
tohoku,chudo,4,0.069,0
tohoku,reiwa,1,0.0172,0
tokyo,chudo,12,0.2667,6
tokyo,ldp,9,0.2,4
tokyo,ishin,8,0.1778,4
tokyo,jcp,6,0.1333,3
tokyo,sansei,4,0.0889,1
tokyo,reiwa,4,0.0889,1
tokyo,dpfp,1,0.0222,0
tokyo,mirai,1,0.0222,0
minamikanto,ldp,16,0.3556,8
minamikanto,ishin,15,0.3333,8
minamikanto,chudo,13,0.2889,7
minamikanto,reiwa,1,0.0222,0
tokai,chudo,18,0.3396,8
tokai,ldp,14,0.2642,6
tokai,genzei,14,0.2642,6
tokai,mirai,3,0.0566,1
tokai,reiwa,2,0.0377,0
tokai,jcp,1,0.0189,0
tokai,sansei,1,0.0189,0
kinki,ishin,30,0.2885,9
kinki,ldp,29,0.2788,8
kinki,jcp,11,0.1058,3
kinki,dpfp,11,0.1058,3
kinki,sansei,9,0.0865,2
kinki,mirai,7,0.0673,2
kinki,chudo,5,0.0481,1
kinki,shoha,1,0.0096,0
kinki,reiwa,1,0.0096,0
chugoku,ldp,24,0.4444,5
chugoku,chudo,23,0.4259,4
chugoku,sansei,5,0.0926,1
chugoku,jcp,2,0.037,0
kyushu,ldp,43,0.3874,9
kyushu,jcp,24,0.2162,5
kyushu,chudo,18,0.1622,3
kyushu,ishin,11,0.0991,2
kyushu,reiwa,6,0.0541,1
kyushu,independent,4,0.036,0
kyushu,sansei,3,0.027,0
kyushu,dpfp,2,0.018,0
