block,party,vote_count,vote_share,seats_won
hokkaido,ldp,264,0.4528,4
hokkaido,chudo,230,0.3945,4
hokkaido,sansei,31,0.0532,0
hokkaido,jcp,29,0.0497,0
hokkaido,dpfp,15,0.0257,0
hokkaido,ishin,6,0.0103,0
hokkaido,reiwa,6,0.0103,0
hokkaido,mirai,1,0.0017,0
hokkaido,shamin,1,0.0017,0
tohoku,ldp,587,0.5127,8
tohoku,chudo,346,0.3022,4
tohoku,dpfp,65,0.0568,0
tohoku,sansei,39,0.0341,0
tohoku,jcp,34,0.0297,0
tohoku,reiwa,22,0.0192,0
tohoku,independent,22,0.0192,0
tohoku,ishin,17,0.0148,0
tohoku,mirai,9,0.0079,0
tohoku,shamin,3,0.0026,0
tohoku,genzei,1,0.0009,0
kitakanto,ldp,1019,0.5553,12
kitakanto,chudo,335,0.1826,4
kitakanto,dpfp,114,0.0621,1
kitakanto,sansei,85,0.0463,1
kitakanto,jcp,81,0.0441,1
kitakanto,independent,79,0.0431,0
kitakanto,ishin,60,0.0327,0
kitakanto,reiwa,38,0.0207,0
kitakanto,shoha,9,0.0049,0
kitakanto,mirai,8,0.0044,0
kitakanto,genzei,4,0.0022,0
kitakanto,shamin,3,0.0016,0
minamikanto,ldp,757,0.4301,11
minamikanto,chudo,454,0.258,7
minamikanto,jcp,169,0.096,2
minamikanto,sansei,116,0.0659,1
minamikanto,ishin,88,0.05,1
minamikanto,dpfp,81,0.046,1
minamikanto,reiwa,27,0.0153,0
minamikanto,mirai,22,0.0125,0
minamikanto,independent,17,0.0097,0
minamikanto,genzei,15,0.0085,0
minamikanto,shamin,14,0.008,0
tokyo,ldp,416,0.3156,8
tokyo,chudo,243,0.1844,4
tokyo,dpfp,205,0.1555,3
tokyo,sansei,153,0.1161,2
tokyo,ishin,90,0.0683,1
tokyo,jcp,77,0.0584,1
tokyo,reiwa,44,0.0334,0
tokyo,mirai,33,0.025,0
tokyo,shoha,28,0.0212,0
tokyo,independent,15,0.0114,0
tokyo,genzei,11,0.0083,0
tokyo,hoshuto,2,0.0015,0
tokyo,shamin,1,0.0008,0
hokurikushinetsu,ldp,476,0.5005,7
hokurikushinetsu,chudo,244,0.2566,3
hokurikushinetsu,dpfp,53,0.0557,0
hokurikushinetsu,jcp,51,0.0536,0
hokurikushinetsu,sansei,51,0.0536,0
hokurikushinetsu,ishin,39,0.041,0
hokurikushinetsu,independent,20,0.021,0
hokurikushinetsu,reiwa,10,0.0105,0
hokurikushinetsu,genzei,3,0.0032,0
hokurikushinetsu,mirai,2,0.0021,0
hokurikushinetsu,shamin,2,0.0021,0
tokai,ldp,884,0.4737,11
tokai,chudo,454,0.2433,6
tokai,dpfp,165,0.0884,2
tokai,jcp,93,0.0498,1
tokai,sansei,84,0.045,1
tokai,genzei,51,0.0273,0
tokai,ishin,50,0.0268,0
tokai,reiwa,34,0.0182,0
tokai,mirai,17,0.0091,0
tokai,independent,14,0.0075,0
tokai,shamin,12,0.0064,0
tokai,hoshuto,8,0.0043,0
kinki,ldp,807,0.3271,10
kinki,ishin,619,0.2509,8
kinki,chudo,325,0.1317,4
kinki,jcp,291,0.118,3
kinki,sansei,112,0.0454,1
kinki,dpfp,97,0.0393,1
kinki,independent,82,0.0332,1
kinki,reiwa,77,0.0312,0
kinki,mirai,33,0.0134,0
kinki,shamin,9,0.0036,0
kinki,shoha,8,0.0032,0
kinki,genzei,7,0.0028,0
chugoku,ldp,557,0.5684,7
chugoku,chudo,187,0.1908,2
chugoku,jcp,73,0.0745,1
chugoku,dpfp,63,0.0643,0
chugoku,ishin,42,0.0429,0
chugoku,sansei,20,0.0204,0
chugoku,reiwa,19,0.0194,0
chugoku,independent,9,0.0092,0
chugoku,mirai,7,0.0071,0
chugoku,genzei,3,0.0031,0
shikoku,ldp,388,0.6309,5
shikoku,chudo,86,0.1398,1
shikoku,dpfp,50,0.0813,0
shikoku,jcp,31,0.0504,0
shikoku,ishin,24,0.039,0
shikoku,sansei,24,0.039,0
shikoku,independent,4,0.0065,0
shikoku,reiwa,4,0.0065,0
shikoku,genzei,2,0.0033,0
shikoku,mirai,2,0.0033,0
kyushu,ldp,1131,0.5703,13
kyushu,chudo,324,0.1634,4
kyushu,sansei,112,0.0565,1
kyushu,dpfp,111,0.056,1
kyushu,jcp,100,0.0504,1
kyushu,ishin,77,0.0388,0
kyushu,independent,52,0.0262,0
kyushu,reiwa,31,0.0156,0
kyushu,shamin,23,0.0116,0
kyushu,genzei,11,0.0055,0
kyushu,mirai,10,0.005,0
kyushu,hoshuto,1,0.0005,0
