district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_1,北海道1区,100,42,0.42,道下大樹,chudo,20,臼木秀剛,dpfp,10,10
01_2,北海道2区,100,43,0.43,松木謙公,chudo,18,高橋祐介,ldp,7,11
01_3,北海道3区,100,40,0.4,高木宏寿,ldp,19,荒井優,chudo,9,10
01_4,北海道4区,100,49,0.49,中村裕之,ldp,22,大築紅葉,chudo,14,8
01_5,北海道5区,100,43,0.43,池田真紀,chudo,26,和田義明,ldp,17,9
01_6,北海道6区,100,47,0.47,西川将人,chudo,23,東国幹,ldp,19,4
01_7,北海道7区,100,55,0.55,鈴木貴子,ldp,39,篠田奈保子,chudo,16,23
01_8,北海道8区,100,58,0.58,向山淳,ldp,32,逢坂誠二,chudo,26,6
01_9,北海道9区,100,47,0.47,山岡達丸,chudo,30,松下英樹,ldp,8,22
01_10,北海道10区,100,49,0.49,渡辺孝一,ldp,30,神谷裕,chudo,19,11
01_11,北海道11区,100,56,0.56,中川紘一,ldp,27,石川香織,chudo,26,1
01_12,北海道12区,100,54,0.54,武部新,ldp,40,川原田英世,chudo,14,26
02_1,青森県1区,100,51,0.51,津島淳,ldp,23,升田世喜男,chudo,18,5
02_2,青森県2区,100,53,0.53,神田潤一,ldp,34,松尾和彦,chudo,12,22
02_3,青森県3区,100,49,0.49,木村次郎,ldp,21,佐原若子,reiwa,15,6
03_1,岩手県1区,100,57,0.57,階猛,chudo,26,米内紘正,ldp,18,8
03_2,岩手県2区,100,60,0.6,鈴木俊一,ldp,51,佐々木真琴,dpfp,9,42
03_3,岩手県3区,100,61,0.61,小沢一郎,chudo,30,藤原崇,ldp,25,5
04_1,宮城県1区,100,54,0.54,土井亨,ldp,24,岡本章子,chudo,19,5
04_2,宮城県2区,100,53,0.53,鎌田さゆり,chudo,21,渡辺勝幸,ldp,15,6
04_3,宮城県3区,100,57,0.57,西村明宏,ldp,29,柳沢剛,chudo,19,10
04_4,宮城県4区,100,53,0.53,森下千里,ldp,29,安住淳,chudo,21,8
04_5,宮城県5区,100,45,0.45,小野寺五典,ldp,31,境恒春,chudo,8,23
04_6,宮城県6区,100,55,0.55,,,0,,,0,0
05_1,秋田県1区,100,46,0.46,冨樫博之,ldp,31,早川周作,chudo,8,23
05_2,秋田県2区,100,55,0.55,福原淳嗣,ldp,31,緑川貴士,chudo,24,7
05_3,秋田県3区,100,55,0.55,御法川信英,ldp,41,村岡敏英,dpfp,14,27
06_1,山形県1区,100,52,0.52,原田和広,chudo,28,遠藤寛明,ldp,18,10
06_2,山形県2区,100,54,0.54,鈴木憲和,ldp,36,菊池大二郎,dpfp,14,22
06_3,山形県3区,100,48,0.48,加藤鮎子,ldp,31,落合拓磨,chudo,7,24
07_1,福島県1区,100,60,0.6,金子恵美,chudo,31,西山尚利,ldp,27,4
07_2,福島県2区,100,57,0.57,根本拓,ldp,28,玄葉光一郎,chudo,19,9
07_3,福島県3区,100,64,0.64,小熊慎司,chudo,37,上杉謙太郎,ldp,21,16
07_4,福島県4区,100,61,0.61,坂本竜太郎,ldp,39,斎藤裕喜,chudo,16,23
07_5,福島県5区,100,57,0.57,,,0,,,0,0
08_1,茨城県1区,100,54,0.54,田所嘉徳,ldp,31,福島伸享,independent,17,14
08_2,茨城県2区,100,58,0.58,額賀福志郎,ldp,45,谷川祐一,dpfp,6,39
08_3,茨城県3区,100,57,0.57,葉梨康弘,ldp,35,加川裕美,reiwa,9,26
08_4,茨城県4区,100,69,0.69,梶山弘志,ldp,60,吉田翔,jcp,9,51
08_5,茨城県5区,100,63,0.63,浅野哲,dpfp,32,鈴木拓海,ldp,31,1
08_6,茨城県6区,100,60,0.6,国光文乃,ldp,38,青山大人,independent,17,21
08_7,茨城県7区,100,64,0.64,永岡桂子,ldp,53,中村勇太,independent,11,42
09_1,栃木県1区,100,53,0.53,船田元,ldp,25,青木弘,jcp,10,15
09_2,栃木県2区,100,57,0.57,五十嵐清,ldp,33,福田昭夫,chudo,20,13
09_3,栃木県3区,100,66,0.66,簗和生,ldp,45,伊賀央,chudo,14,31
09_4,栃木県4区,100,72,0.72,藤岡隆雄,chudo,37,石坂太,ldp,24,13
09_5,栃木県5区,100,63,0.63,茂木敏充,ldp,44,寺田和史,dpfp,10,34
10_1,群馬県1区,100,51,0.51,中曽根康隆,ldp,38,河村正剛,chudo,10,28
10_2,群馬県2区,100,57,0.57,井野俊郎,ldp,35,石関貴史,independent,9,26
