block,party,vote_count,vote_share,seats_won
hokkaido,chudo,274,0.4716,4
hokkaido,ldp,226,0.389,4
hokkaido,jcp,30,0.0516,0
hokkaido,sansei,19,0.0327,0
hokkaido,dpfp,17,0.0293,0
hokkaido,reiwa,6,0.0103,0
hokkaido,mirai,5,0.0086,0
hokkaido,ishin,2,0.0034,0
hokkaido,genzei,1,0.0017,0
hokkaido,shamin,1,0.0017,0
tohoku,ldp,599,0.5363,8
tohoku,chudo,317,0.2838,4
tohoku,dpfp,59,0.0528,0
tohoku,jcp,47,0.0421,0
tohoku,sansei,32,0.0286,0
tohoku,independent,21,0.0188,0
tohoku,ishin,20,0.0179,0
tohoku,reiwa,14,0.0125,0
tohoku,mirai,5,0.0045,0
tohoku,shamin,2,0.0018,0
tohoku,genzei,1,0.0009,0
kitakanto,ldp,1033,0.5515,12
kitakanto,chudo,346,0.1847,4
kitakanto,dpfp,124,0.0662,1
kitakanto,sansei,98,0.0523,1
kitakanto,independent,81,0.0432,1
kitakanto,jcp,79,0.0422,0
kitakanto,ishin,60,0.032,0
kitakanto,reiwa,35,0.0187,0
kitakanto,mirai,6,0.0032,0
kitakanto,genzei,4,0.0021,0
kitakanto,shoha,4,0.0021,0
kitakanto,shamin,2,0.0011,0
kitakanto,hoshuto,1,0.0005,0
minamikanto,ldp,757,0.4239,11
minamikanto,chudo,442,0.2475,6
minamikanto,jcp,173,0.0969,2
minamikanto,sansei,128,0.0717,2
minamikanto,dpfp,100,0.056,1
minamikanto,ishin,70,0.0392,1
minamikanto,reiwa,44,0.0246,0
minamikanto,mirai,30,0.0168,0
minamikanto,genzei,19,0.0106,0
minamikanto,independent,17,0.0095,0
minamikanto,shamin,6,0.0034,0
tokyo,ldp,424,0.309,7
tokyo,chudo,269,0.1961,4
tokyo,dpfp,219,0.1596,3
tokyo,sansei,126,0.0918,2
tokyo,ishin,101,0.0736,1
tokyo,jcp,84,0.0612,1
tokyo,reiwa,61,0.0445,1
tokyo,shoha,30,0.0219,0
tokyo,mirai,23,0.0168,0
tokyo,genzei,19,0.0138,0
tokyo,independent,15,0.0109,0
tokyo,hoshuto,1,0.0007,0
hokurikushinetsu,ldp,474,0.5064,7
hokurikushinetsu,chudo,220,0.235,3
hokurikushinetsu,sansei,59,0.063,0
hokurikushinetsu,jcp,55,0.0588,0
hokurikushinetsu,dpfp,49,0.0524,0
hokurikushinetsu,ishin,44,0.047,0
hokurikushinetsu,independent,20,0.0214,0
hokurikushinetsu,reiwa,14,0.015,0
hokurikushinetsu,genzei,1,0.0011,0
tokai,ldp,831,0.4497,11
tokai,chudo,465,0.2516,6
tokai,dpfp,180,0.0974,2
tokai,jcp,102,0.0552,1
tokai,sansei,75,0.0406,1
tokai,ishin,57,0.0308,0
tokai,genzei,57,0.0308,0
tokai,reiwa,40,0.0216,0
tokai,mirai,18,0.0097,0
tokai,independent,9,0.0049,0
tokai,shamin,9,0.0049,0
tokai,hoshuto,5,0.0027,0
kinki,ldp,859,0.3335,10
kinki,ishin,675,0.262,8
kinki,chudo,357,0.1386,4
kinki,jcp,273,0.106,3
kinki,dpfp,99,0.0384,1
kinki,sansei,92,0.0357,1
kinki,reiwa,85,0.033,1
kinki,independent,72,0.028,0
kinki,mirai,37,0.0144,0
kinki,shoha,12,0.0047,0
kinki,shamin,10,0.0039,0
kinki,genzei,5,0.0019,0
chugoku,ldp,571,0.5868,7
chugoku,chudo,171,0.1757,2
chugoku,jcp,75,0.0771,1
chugoku,dpfp,52,0.0534,0
chugoku,sansei,35,0.036,0
chugoku,ishin,27,0.0277,0
chugoku,reiwa,16,0.0164,0
chugoku,independent,16,0.0164,0
chugoku,mirai,8,0.0082,0
chugoku,genzei,1,0.001,0
chugoku,shamin,1,0.001,0
shikoku,ldp,362,0.5964,5
shikoku,chudo,90,0.1483,1
shikoku,dpfp,69,0.1137,0
shikoku,jcp,28,0.0461,0
shikoku,sansei,25,0.0412,0
shikoku,ishin,20,0.0329,0
shikoku,independent,5,0.0082,0
shikoku,mirai,4,0.0066,0
shikoku,reiwa,4,0.0066,0
kyushu,ldp,1064,0.5609,13
kyushu,chudo,318,0.1676,4
kyushu,jcp,109,0.0575,1
kyushu,dpfp,103,0.0543,1
kyushu,sansei,93,0.049,1
kyushu,ishin,69,0.0364,0
kyushu,independent,51,0.0269,0
kyushu,shamin,33,0.0174,0
kyushu,reiwa,29,0.0153,0
kyushu,genzei,14,0.0074,0
kyushu,mirai,12,0.0063,0
kyushu,hoshuto,2,0.0011,0
