district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_1,北海道1区,100,41,0.41,道下大樹,chudo,18,加藤貴弘,ldp,11,7
01_2,北海道2区,100,32,0.32,松木謙公,chudo,17,高橋祐介,ldp,10,7
01_3,北海道3区,100,31,0.31,高木宏寿,ldp,16,荒井優,chudo,12,4
01_4,北海道4区,100,42,0.42,中村裕之,other,19,大築紅葉,chudo,18,1
01_5,北海道5区,100,40,0.4,池田真紀,chudo,22,和田義明,ldp,18,4
01_6,北海道6区,100,39,0.39,西川将人,chudo,18,東国幹,ldp,11,7
01_7,北海道7区,100,36,0.36,鈴木貴子,ldp,21,篠田奈保子,chudo,15,6
01_8,北海道8区,100,39,0.39,逢坂誠二,chudo,26,向山淳,ldp,13,13
01_9,北海道9区,100,42,0.42,山岡達丸,chudo,22,松下英樹,ldp,13,9
01_10,北海道10区,100,41,0.41,神谷裕,chudo,22,渡辺孝一,ldp,19,3
01_11,北海道11区,100,44,0.44,中川紘一,ldp,19,石川香織,chudo,18,1
01_12,北海道12区,100,47,0.47,川原田英世,chudo,27,武部新,ldp,20,7
02_1,青森県1区,100,35,0.35,津島淳,ldp,23,升田世喜男,chudo,9,14
02_2,青森県2区,100,39,0.39,神田潤一,ldp,21,松尾和彦,chudo,10,11
02_3,青森県3区,100,35,0.35,木村次郎,ldp,18,岡田華子,chudo,10,8
03_1,岩手県1区,100,49,0.49,米内紘正,ldp,24,階猛,chudo,19,5
03_2,岩手県2区,100,51,0.51,鈴木俊一,ldp,37,佐々木真琴,dpfp,14,23
03_3,岩手県3区,100,59,0.59,藤原崇,ldp,28,小沢一郎,chudo,25,3
04_1,宮城県1区,100,49,0.49,土井亨,ldp,23,岡本章子,chudo,20,3
04_2,宮城県2区,100,59,0.59,鎌田さゆり,chudo,22,渡辺勝幸,ldp,16,6
04_3,宮城県3区,100,48,0.48,西村明宏,ldp,23,柳沢剛,chudo,20,3
04_4,宮城県4区,100,52,0.52,森下千里,ldp,28,安住淳,chudo,17,11
04_5,宮城県5区,100,45,0.45,小野寺五典,ldp,28,境恒春,chudo,17,11
05_1,秋田県1区,100,36,0.36,冨樫博之,ldp,14,木村佐知子,dpfp,7,7
05_2,秋田県2区,100,43,0.43,福原淳嗣,ldp,29,緑川貴士,chudo,14,15
05_3,秋田県3区,100,36,0.36,御法川信英,ldp,28,村岡敏英,dpfp,8,20
06_1,山形県1区,100,38,0.38,遠藤寛明,ldp,19,原田和広,other,14,5
06_2,山形県2区,100,55,0.55,鈴木憲和,ldp,33,菊池大二郎,dpfp,18,15
06_3,山形県3区,100,44,0.44,加藤鮎子,ldp,23,落合拓磨,chudo,11,12
07_1,福島県1区,100,51,0.51,西山尚利,ldp,24,金子恵美,chudo,19,5
07_2,福島県2区,100,40,0.4,根本拓,ldp,22,玄葉光一郎,chudo,11,11
07_3,福島県3区,100,48,0.48,小熊慎司,chudo,19,上杉謙太郎,ldp,16,3
07_4,福島県4区,100,52,0.52,斎藤裕喜,chudo,24,坂本竜太郎,ldp,18,6
08_1,茨城県1区,100,60,0.6,田所嘉徳,ldp,30,福島伸享,independent,23,7
08_2,茨城県2区,100,59,0.59,額賀福志郎,ldp,35,小沼巧,chudo,13,22
08_3,茨城県3区,100,55,0.55,葉梨康弘,ldp,33,梶岡博樹,chudo,15,18
08_4,茨城県4区,100,62,0.62,梶山弘志,ldp,53,吉田翔,jcp,9,44
08_5,茨城県5区,100,58,0.58,鈴木拓海,ldp,35,浅野哲,dpfp,23,12
08_6,茨城県6区,100,61,0.61,国光文乃,ldp,32,青山大人,independent,28,4
08_7,茨城県7区,100,54,0.54,永岡桂子,ldp,31,中村勇太,independent,23,8
09_1,栃木県1区,100,61,0.61,船田元,ldp,29,小池篤史,chudo,18,11
09_2,栃木県2区,100,64,0.64,五十嵐清,ldp,36,福田昭夫,chudo,21,15
09_3,栃木県3区,100,56,0.56,簗和生,ldp,34,伊賀央,chudo,11,23
09_4,栃木県4区,100,60,0.6,石坂太,ldp,29,藤岡隆雄,chudo,22,7
09_5,栃木県5区,100,50,0.5,茂木敏充,ldp,32,寺田和史,dpfp,12,20
10_1,群馬県1区,100,57,0.57,中曽根康隆,ldp,34,河村正剛,chudo,16,18
10_2,群馬県2区,100,61,0.61,井野俊郎,ldp,29,石関貴史,independent,11,18
10_3,群馬県3区,100,56,0.56,笹川博義,ldp,42,長谷川嘉一,chudo,14,28
10_4,群馬県4区,100,61,0.61,福田達夫,ldp,39,山田博規,chudo,18,21
10_5,群馬県5区,100,61,0.61,小渕優子,other,46,木暮智貴,sansei,15,31
11_1,埼玉県1区,100,59,0.59,武正公一,chudo,26,村井英樹,ldp,22,4
11_2,埼玉県2区,100,57,0.57,新藤義孝,ldp,29,細谷勇人,dpfp,13,16
11_3,埼玉県3区,100,58,0.58,黄川田仁志,ldp,34,竹内千春,chudo,19,15
11_4,埼玉県4区,100,53,0.53,穂坂泰,ldp,23,岸田光広,dpfp,16,7
11_5,埼玉県5区,100,56,0.56,枝野幸男,chudo,34,井原隆,ldp,18,16
11_6,埼玉県6区,100,50,0.5,尾花瑛仁,ldp,19,大島敦,chudo,14,5
11_7,埼玉県7区,100,56,0.56,小宮山泰子,chudo,30,中野英幸,ldp,26,4
