district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_1,北海道1区,100,47,0.47,道下大樹,chudo,14,臼木秀剛,dpfp,12,2
01_2,北海道2区,100,41,0.41,松木謙公,chudo,17,高橋祐介,ldp,13,4
01_3,北海道3区,100,54,0.54,荒井優,chudo,23,高木宏寿,ldp,18,5
01_4,北海道4区,100,53,0.53,大築紅葉,chudo,27,中村裕之,ldp,20,7
01_5,北海道5区,100,48,0.48,池田真紀,chudo,26,和田義明,ldp,22,4
01_6,北海道6区,100,51,0.51,東国幹,ldp,26,西川将人,chudo,19,7
01_7,北海道7区,100,53,0.53,鈴木貴子,ldp,31,篠田奈保子,chudo,22,9
01_8,北海道8区,100,43,0.43,向山淳,ldp,24,逢坂誠二,chudo,19,5
01_9,北海道9区,100,46,0.46,山岡達丸,chudo,30,松下英樹,ldp,9,21
01_10,北海道10区,100,46,0.46,渡辺孝一,ldp,23,神谷裕,chudo,23,0
01_11,北海道11区,100,49,0.49,石川香織,chudo,24,中川紘一,ldp,17,7
01_12,北海道12区,100,59,0.59,武部新,ldp,40,川原田英世,chudo,19,21
02_1,青森県1区,100,46,0.46,津島淳,ldp,30,升田世喜男,chudo,8,22
02_2,青森県2区,100,58,0.58,神田潤一,ldp,38,松尾和彦,chudo,13,25
02_3,青森県3区,100,47,0.47,木村次郎,ldp,26,岡田華子,chudo,11,15
03_1,岩手県1区,100,42,0.42,階猛,chudo,19,米内紘正,ldp,10,9
03_2,岩手県2区,100,64,0.64,鈴木俊一,ldp,57,佐々木真琴,dpfp,7,50
03_3,岩手県3区,100,66,0.66,小沢一郎,chudo,33,藤原崇,ldp,27,6
04_1,宮城県1区,100,45,0.45,岡本章子,chudo,20,土井亨,ldp,9,11
04_2,宮城県2区,100,48,0.48,鎌田さゆり,chudo,19,渡辺勝幸,ldp,15,4
04_3,宮城県3区,100,54,0.54,西村明宏,ldp,29,柳沢剛,chudo,14,15
04_4,宮城県4区,100,59,0.59,森下千里,ldp,32,安住淳,chudo,25,7
04_5,宮城県5区,100,64,0.64,小野寺五典,ldp,42,境恒春,chudo,15,27
04_6,宮城県6区,100,63,0.63,,,0,,,0,0
05_1,秋田県1区,100,58,0.58,冨樫博之,ldp,36,木村佐知子,dpfp,8,28
05_2,秋田県2区,100,48,0.48,福原淳嗣,ldp,31,緑川貴士,chudo,17,14
05_3,秋田県3区,100,39,0.39,御法川信英,ldp,27,村岡敏英,dpfp,12,15
06_1,山形県1区,100,52,0.52,原田和広,chudo,27,遠藤寛明,ldp,22,5
06_2,山形県2区,100,57,0.57,鈴木憲和,ldp,43,菊池大二郎,dpfp,10,33
