block,party,vote_count,vote_share,seats_won
hokkaido,chudo,251,0.4254,4
hokkaido,ldp,249,0.422,4
hokkaido,sansei,29,0.0492,0
hokkaido,jcp,27,0.0458,0
hokkaido,dpfp,15,0.0254,0
hokkaido,ishin,13,0.022,0
hokkaido,genzei,2,0.0034,0
hokkaido,reiwa,2,0.0034,0
hokkaido,mirai,1,0.0017,0
hokkaido,shamin,1,0.0017,0
tohoku,ldp,611,0.5412,8
tohoku,chudo,326,0.2888,4
tohoku,dpfp,59,0.0523,0
tohoku,sansei,32,0.0283,0
tohoku,jcp,30,0.0266,0
tohoku,independent,29,0.0257,0
tohoku,reiwa,18,0.0159,0
tohoku,ishin,18,0.0159,0
tohoku,mirai,4,0.0035,0
tohoku,genzei,1,0.0009,0
tohoku,shamin,1,0.0009,0
kitakanto,ldp,1006,0.5447,12
kitakanto,chudo,317,0.1716,3
kitakanto,dpfp,123,0.0666,1
kitakanto,sansei,99,0.0536,1
kitakanto,jcp,89,0.0482,1
kitakanto,independent,87,0.0471,1
kitakanto,ishin,68,0.0368,0
kitakanto,reiwa,27,0.0146,0
kitakanto,mirai,17,0.0092,0
kitakanto,shoha,8,0.0043,0
kitakanto,hoshuto,3,0.0016,0
kitakanto,shamin,2,0.0011,0
kitakanto,genzei,1,0.0005,0
minamikanto,ldp,788,0.4454,12
minamikanto,chudo,456,0.2578,6
minamikanto,jcp,157,0.0888,2
minamikanto,sansei,122,0.069,1
minamikanto,dpfp,85,0.048,1
minamikanto,ishin,69,0.039,1
minamikanto,reiwa,36,0.0204,0
minamikanto,genzei,20,0.0113,0
minamikanto,shamin,12,0.0068,0
minamikanto,mirai,12,0.0068,0
minamikanto,independent,12,0.0068,0
tokyo,ldp,405,0.3118,7
tokyo,chudo,244,0.1878,4
tokyo,dpfp,206,0.1586,4
tokyo,sansei,139,0.107,2
tokyo,ishin,99,0.0762,1
tokyo,jcp,90,0.0693,1
tokyo,reiwa,42,0.0323,0
tokyo,shoha,27,0.0208,0
tokyo,mirai,20,0.0154,0
tokyo,independent,13,0.01,0
tokyo,genzei,10,0.0077,0
tokyo,hoshuto,3,0.0023,0
tokyo,shamin,1,0.0008,0
hokurikushinetsu,ldp,440,0.504,7
hokurikushinetsu,chudo,193,0.2211,3
hokurikushinetsu,jcp,56,0.0641,0
hokurikushinetsu,dpfp,50,0.0573,0
hokurikushinetsu,ishin,46,0.0527,0
hokurikushinetsu,sansei,46,0.0527,0
hokurikushinetsu,independent,24,0.0275,0
hokurikushinetsu,reiwa,14,0.016,0
hokurikushinetsu,mirai,2,0.0023,0
hokurikushinetsu,genzei,2,0.0023,0
tokai,ldp,868,0.4707,11
tokai,chudo,465,0.2522,6
tokai,dpfp,168,0.0911,2
tokai,jcp,87,0.0472,1
tokai,sansei,75,0.0407,1
tokai,genzei,57,0.0309,0
tokai,reiwa,44,0.0239,0
tokai,ishin,43,0.0233,0
tokai,independent,12,0.0065,0
tokai,shamin,10,0.0054,0
tokai,mirai,8,0.0043,0
tokai,hoshuto,7,0.0038,0
kinki,ldp,870,0.3402,10
kinki,ishin,706,0.2761,8
kinki,chudo,326,0.1275,4
kinki,jcp,263,0.1029,3
kinki,sansei,95,0.0372,1
kinki,reiwa,90,0.0352,1
kinki,dpfp,87,0.034,1
kinki,independent,70,0.0274,0
kinki,mirai,24,0.0094,0
kinki,shamin,10,0.0039,0
kinki,shoha,10,0.0039,0
kinki,genzei,6,0.0023,0
chugoku,ldp,595,0.5856,7
chugoku,chudo,183,0.1801,2
chugoku,jcp,80,0.0787,1
chugoku,dpfp,70,0.0689,0
chugoku,ishin,31,0.0305,0
chugoku,sansei,20,0.0197,0
chugoku,independent,15,0.0148,0
chugoku,reiwa,14,0.0138,0
chugoku,mirai,7,0.0069,0
chugoku,shamin,1,0.001,0
shikoku,ldp,382,0.6006,5
shikoku,chudo,97,0.1525,1
shikoku,dpfp,65,0.1022,0
shikoku,jcp,34,0.0535,0
shikoku,ishin,21,0.033,0
shikoku,sansei,20,0.0314,0
shikoku,reiwa,8,0.0126,0
shikoku,mirai,6,0.0094,0
shikoku,independent,1,0.0016,0
shikoku,shamin,1,0.0016,0
shikoku,genzei,1,0.0016,0
kyushu,ldp,1104,0.5705,14
kyushu,chudo,294,0.1519,3
kyushu,sansei,107,0.0553,1
kyushu,jcp,104,0.0537,1
kyushu,dpfp,98,0.0506,1
kyushu,ishin,71,0.0367,0
kyushu,independent,69,0.0357,0
kyushu,reiwa,37,0.0191,0
kyushu,shamin,20,0.0103,0
kyushu,mirai,17,0.0088,0
kyushu,genzei,9,0.0047,0
kyushu,hoshuto,5,0.0026,0
