district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_1,北海道1区,100,56,0.56,道下大樹,chudo,21,臼木秀剛,dpfp,17,4
01_2,北海道2区,100,57,0.57,松木謙公,chudo,21,高橋祐介,ldp,13,8
01_3,北海道3区,100,53,0.53,高木宏寿,ldp,23,荒井優,chudo,16,7
01_4,北海道4区,100,58,0.58,中村裕之,ldp,30,大築紅葉,chudo,21,9
01_5,北海道5区,100,57,0.57,池田真紀,chudo,32,和田義明,ldp,25,7
01_6,北海道6区,100,53,0.53,東国幹,ldp,31,西川将人,chudo,20,11
01_7,北海道7区,100,71,0.71,鈴木貴子,ldp,48,篠田奈保子,chudo,23,25
01_8,北海道8区,100,51,0.51,逢坂誠二,chudo,26,向山淳,ldp,25,1
01_9,北海道9区,100,61,0.61,山岡達丸,chudo,36,松下英樹,ldp,17,19
01_10,北海道10区,100,52,0.52,神谷裕,chudo,26,渡辺孝一,ldp,26,0
01_11,北海道11区,100,55,0.55,石川香織,chudo,30,中川紘一,ldp,17,13
01_12,北海道12区,100,62,0.62,武部新,ldp,42,川原田英世,chudo,20,22
02_1,青森県1区,100,54,0.54,津島淳,ldp,34,升田世喜男,chudo,10,24
02_2,青森県2区,100,56,0.56,神田潤一,ldp,46,金浜亨,dpfp,6,40
02_3,青森県3区,100,55,0.55,木村次郎,ldp,32,佐原若子,reiwa,13,19
03_1,岩手県1区,100,58,0.58,階猛,chudo,33,米内紘正,ldp,14,19
03_2,岩手県2区,100,69,0.69,鈴木俊一,ldp,64,佐々木真琴,dpfp,5,59
03_3,岩手県3区,100,66,0.66,藤原崇,ldp,31,小沢一郎,chudo,31,0
04_1,宮城県1区,100,54,0.54,土井亨,ldp,19,岡本章子,chudo,17,2
04_2,宮城県2区,100,58,0.58,鎌田さゆり,chudo,26,渡辺勝幸,ldp,11,15
04_3,宮城県3区,100,65,0.65,柳沢剛,chudo,23,西村明宏,ldp,23,0
04_4,宮城県4区,100,63,0.63,森下千里,ldp,31,安住淳,chudo,23,8
04_5,宮城県5区,100,62,0.62,小野寺五典,ldp,53,境恒春,chudo,5,48
04_6,宮城県6区,100,68,0.68,,,0,,,0,0
05_1,秋田県1区,100,53,0.53,冨樫博之,ldp,27,佐藤美和子,sansei,8,19
05_2,秋田県2区,100,58,0.58,福原淳嗣,ldp,47,緑川貴士,chudo,11,36
05_3,秋田県3区,100,69,0.69,御法川信英,ldp,48,村岡敏英,dpfp,21,27
06_1,山形県1区,100,51,0.51,原田和広,chudo,24,遠藤寛明,ldp,21,3
06_2,山形県2区,100,67,0.67,鈴木憲和,ldp,45,菊池大二郎,dpfp,19,26
06_3,山形県3区,100,57,0.57,加藤鮎子,ldp,45,喜多恒介,dpfp,7,38
07_1,福島県1区,100,68,0.68,金子恵美,chudo,32,西山尚利,ldp,30,2
07_2,福島県2区,100,64,0.64,玄葉光一郎,chudo,29,根本拓,ldp,27,2
07_3,福島県3区,100,58,0.58,上杉謙太郎,ldp,27,小熊慎司,chudo,23,4
