block,party,vote_count,vote_share,seats_won
hokkaido,chudo,299,0.434,4
hokkaido,ldp,296,0.4296,4
hokkaido,sansei,39,0.0566,0
hokkaido,jcp,27,0.0392,0
hokkaido,dpfp,10,0.0145,0
hokkaido,ishin,9,0.0131,0
hokkaido,reiwa,6,0.0087,0
hokkaido,mirai,2,0.0029,0
hokkaido,genzei,1,0.0015,0
tohoku,ldp,621,0.5032,8
tohoku,chudo,373,0.3023,4
tohoku,dpfp,75,0.0608,0
tohoku,sansei,48,0.0389,0
tohoku,jcp,41,0.0332,0
tohoku,reiwa,24,0.0194,0
tohoku,ishin,19,0.0154,0
tohoku,independent,18,0.0146,0
tohoku,mirai,10,0.0081,0
tohoku,shamin,3,0.0024,0
tohoku,genzei,2,0.0016,0
kitakanto,ldp,1136,0.5364,12
kitakanto,chudo,390,0.1841,4
kitakanto,dpfp,143,0.0675,1
kitakanto,sansei,115,0.0543,1
kitakanto,jcp,114,0.0538,1
kitakanto,independent,89,0.042,0
kitakanto,ishin,73,0.0345,0
kitakanto,reiwa,29,0.0137,0
kitakanto,mirai,17,0.008,0
kitakanto,shoha,6,0.0028,0
kitakanto,shamin,4,0.0019,0
kitakanto,hoshuto,1,0.0005,0
kitakanto,genzei,1,0.0005,0
minamikanto,ldp,874,0.4301,11
minamikanto,chudo,525,0.2584,7
minamikanto,jcp,181,0.0891,2
minamikanto,sansei,145,0.0714,1
minamikanto,dpfp,96,0.0472,1
minamikanto,ishin,78,0.0384,1
minamikanto,reiwa,44,0.0217,0
minamikanto,mirai,25,0.0123,0
minamikanto,genzei,25,0.0123,0
minamikanto,independent,23,0.0113,0
minamikanto,shamin,16,0.0079,0
tokyo,ldp,490,0.3135,8
tokyo,chudo,302,0.1932,4
tokyo,dpfp,221,0.1414,3
tokyo,sansei,170,0.1088,2
tokyo,jcp,113,0.0723,1
tokyo,ishin,110,0.0704,1
tokyo,reiwa,46,0.0294,0
tokyo,shoha,45,0.0288,0
tokyo,mirai,27,0.0173,0
tokyo,genzei,21,0.0134,0
tokyo,independent,13,0.0083,0
tokyo,hoshuto,5,0.0032,0
hokurikushinetsu,ldp,533,0.5047,6
hokurikushinetsu,chudo,244,0.2311,3
hokurikushinetsu,jcp,81,0.0767,1
hokurikushinetsu,sansei,59,0.0559,0
hokurikushinetsu,ishin,47,0.0445,0
hokurikushinetsu,dpfp,41,0.0388,0
hokurikushinetsu,independent,23,0.0218,0
hokurikushinetsu,reiwa,19,0.018,0
hokurikushinetsu,shamin,4,0.0038,0
hokurikushinetsu,mirai,4,0.0038,0
hokurikushinetsu,genzei,1,0.0009,0
tokai,ldp,976,0.4606,11
tokai,chudo,567,0.2676,6
tokai,dpfp,192,0.0906,2
tokai,jcp,99,0.0467,1
tokai,sansei,82,0.0387,1
tokai,genzei,56,0.0264,0
tokai,reiwa,50,0.0236,0
tokai,ishin,48,0.0227,0
tokai,independent,18,0.0085,0
tokai,mirai,13,0.0061,0
tokai,hoshuto,10,0.0047,0
tokai,shamin,8,0.0038,0
kinki,ldp,948,0.3261,11
kinki,ishin,768,0.2642,8
kinki,chudo,383,0.1318,4
kinki,jcp,318,0.1094,3
kinki,sansei,142,0.0488,1
kinki,dpfp,119,0.0409,1
kinki,reiwa,80,0.0275,0
kinki,independent,76,0.0261,0
kinki,mirai,40,0.0138,0
kinki,shamin,14,0.0048,0
kinki,shoha,13,0.0045,0
kinki,genzei,6,0.0021,0
chugoku,ldp,635,0.561,7
chugoku,chudo,199,0.1758,2
chugoku,jcp,104,0.0919,1
chugoku,dpfp,73,0.0645,0
chugoku,sansei,41,0.0362,0
chugoku,ishin,35,0.0309,0
chugoku,reiwa,19,0.0168,0
chugoku,independent,14,0.0124,0
chugoku,mirai,11,0.0097,0
chugoku,genzei,1,0.0009,0
shikoku,ldp,422,0.6261,5
shikoku,chudo,99,0.1469,1
shikoku,dpfp,66,0.0979,0
shikoku,jcp,33,0.049,0
shikoku,sansei,23,0.0341,0
shikoku,ishin,19,0.0282,0
shikoku,mirai,5,0.0074,0
shikoku,reiwa,3,0.0045,0
shikoku,genzei,2,0.003,0
shikoku,shamin,2,0.003,0
kyushu,ldp,1228,0.5649,14
kyushu,chudo,341,0.1569,3
kyushu,dpfp,121,0.0557,1
kyushu,jcp,116,0.0534,1
kyushu,sansei,111,0.0511,1
kyushu,ishin,86,0.0396,0
kyushu,independent,69,0.0317,0
kyushu,reiwa,35,0.0161,0
kyushu,shamin,30,0.0138,0
kyushu,mirai,19,0.0087,0
kyushu,genzei,17,0.0078,0
kyushu,hoshuto,1,0.0005,0
