district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_1,北海道1区,100,48,0.48,道下大樹,chudo,23,加藤貴弘,ldp,11,12
01_2,北海道2区,100,55,0.55,松木謙公,chudo,24,高橋祐介,ldp,12,12
01_3,北海道3区,100,56,0.56,荒井優,chudo,25,高木宏寿,ldp,16,9
01_4,北海道4区,100,54,0.54,大築紅葉,chudo,24,中村裕之,ldp,21,3
01_5,北海道5区,100,45,0.45,池田真紀,chudo,27,和田義明,ldp,18,9
01_6,北海道6区,100,69,0.69,東国幹,ldp,34,西川将人,chudo,29,5
01_7,北海道7区,100,54,0.54,鈴木貴子,ldp,35,篠田奈保子,chudo,19,16
01_8,北海道8区,100,61,0.61,逢坂誠二,chudo,33,向山淳,ldp,28,5
01_9,北海道9区,100,67,0.67,山岡達丸,chudo,30,松下英樹,ldp,24,6
01_10,北海道10区,100,58,0.58,渡辺孝一,ldp,32,神谷裕,chudo,26,6
01_11,北海道11区,100,61,0.61,中川紘一,ldp,29,石川香織,chudo,27,2
01_12,北海道12区,100,61,0.61,武部新,ldp,39,川原田英世,chudo,22,17
02_1,青森県1区,100,57,0.57,津島淳,ldp,32,升田世喜男,chudo,16,16
02_2,青森県2区,100,60,0.6,神田潤一,ldp,39,松尾和彦,chudo,10,29
02_3,青森県3区,100,63,0.63,木村次郎,ldp,29,岡田華子,chudo,21,8
03_1,岩手県1区,100,67,0.67,階猛,chudo,30,米内紘正,ldp,17,13
03_2,岩手県2区,100,72,0.72,鈴木俊一,ldp,63,佐々木真琴,dpfp,9,54
03_3,岩手県3区,100,59,0.59,小沢一郎,chudo,28,藤原崇,ldp,24,4
04_1,宮城県1区,100,46,0.46,岡本章子,chudo,21,土井亨,ldp,16,5
04_2,宮城県2区,100,55,0.55,鎌田さゆり,chudo,19,渡辺勝幸,ldp,16,3
04_3,宮城県3区,100,66,0.66,西村明宏,ldp,29,柳沢剛,chudo,26,3
04_4,宮城県4区,100,57,0.57,森下千里,ldp,30,安住淳,chudo,22,8
04_5,宮城県5区,100,54,0.54,小野寺五典,ldp,43,境恒春,chudo,10,33
04_6,宮城県6区,100,57,0.57,,,0,,,0,0
05_1,秋田県1区,100,55,0.55,冨樫博之,ldp,32,佐藤美和子,sansei,6,26
05_2,秋田県2区,100,52,0.52,福原淳嗣,ldp,30,緑川貴士,chudo,22,8
05_3,秋田県3区,100,52,0.52,御法川信英,ldp,39,村岡敏英,dpfp,13,26
06_1,山形県1区,100,54,0.54,原田和広,chudo,33,遠藤寛明,ldp,17,16
06_2,山形県2区,100,65,0.65,鈴木憲和,ldp,42,菊池大二郎,dpfp,17,25
06_3,山形県3区,100,61,0.61,加藤鮎子,ldp,38,落合拓磨,chudo,9,29
07_1,福島県1区,100,68,0.68,金子恵美,chudo,34,西山尚利,ldp,33,1
07_2,福島県2区,100,59,0.59,玄葉光一郎,chudo,26,根本拓,ldp,23,3
07_3,福島県3区,100,55,0.55,小熊慎司,chudo,29,上杉謙太郎,ldp,18,11
07_4,福島県4区,100,57,0.57,坂本竜太郎,ldp,24,斎藤裕喜,chudo,22,2
07_5,福島県5区,100,70,0.7,,,0,,,0,0
08_1,茨城県1区,100,67,0.67,田所嘉徳,ldp,36,福島伸享,independent,15,21
