block,party,vote_count,vote_share,seats_won
hokkaido,ldp,216,0.4122,4
hokkaido,chudo,203,0.3874,4
hokkaido,jcp,28,0.0534,0
hokkaido,ishin,21,0.0401,0
hokkaido,dpfp,19,0.0363,0
hokkaido,sansei,16,0.0305,0
hokkaido,reiwa,14,0.0267,0
hokkaido,mirai,3,0.0057,0
hokkaido,共産党,3,0.0057,0
hokkaido,shamin,1,0.0019,0
tohoku,ldp,617,0.5431,8
tohoku,chudo,287,0.2526,3
tohoku,dpfp,73,0.0643,1
tohoku,jcp,52,0.0458,0
tohoku,ishin,35,0.0308,0
tohoku,sansei,33,0.029,0
tohoku,reiwa,25,0.022,0
tohoku,independent,7,0.0062,0
tohoku,立憲民主党,4,0.0035,0
tohoku,shamin,3,0.0026,0
kitakanto,ldp,1013,0.5318,12
kitakanto,chudo,317,0.1664,3
kitakanto,jcp,115,0.0604,1
kitakanto,dpfp,113,0.0593,1
kitakanto,ishin,103,0.0541,1
kitakanto,sansei,81,0.0425,1
kitakanto,independent,59,0.031,0
kitakanto,reiwa,55,0.0289,0
kitakanto,mirai,13,0.0068,0
kitakanto,hoshuto,8,0.0042,0
kitakanto,自由民主党,8,0.0042,0
kitakanto,shoha,5,0.0026,0
kitakanto,共産党,4,0.0021,0
kitakanto,立憲民主党,4,0.0021,0
kitakanto,genzei,3,0.0016,0
kitakanto,shamin,3,0.0016,0
kitakanto,投票理由（50-150文字）,1,0.0005,0
minamikanto,ldp,821,0.418,10
minamikanto,chudo,465,0.2368,6
minamikanto,jcp,188,0.0957,2
minamikanto,ishin,152,0.0774,2
minamikanto,dpfp,113,0.0575,1
minamikanto,sansei,106,0.054,1
minamikanto,reiwa,76,0.0387,1
minamikanto,shamin,11,0.0056,0
minamikanto,genzei,9,0.0046,0
minamikanto,independent,7,0.0036,0
minamikanto,立憲民主党,7,0.0036,0
minamikanto,mirai,4,0.002,0
minamikanto,共産党,4,0.002,0
minamikanto,社会民主党,1,0.0005,0
tokyo,ldp,466,0.3026,7
tokyo,chudo,294,0.1909,4
tokyo,dpfp,233,0.1513,3
tokyo,ishin,178,0.1156,2
tokyo,jcp,128,0.0831,2
tokyo,sansei,115,0.0747,1
tokyo,reiwa,62,0.0403,0
tokyo,mirai,26,0.0169,0
tokyo,shoha,15,0.0097,0
tokyo,genzei,7,0.0045,0
tokyo,independent,7,0.0045,0
tokyo,shamin,3,0.0019,0
tokyo,hoshuto,3,0.0019,0
tokyo,共産党,2,0.0013,0
tokyo,立憲民主党,1,0.0006,0
hokurikushinetsu,ldp,470,0.5176,7
hokurikushinetsu,chudo,211,0.2324,3
hokurikushinetsu,sansei,52,0.0573,0
hokurikushinetsu,dpfp,48,0.0529,0
hokurikushinetsu,jcp,47,0.0518,0
hokurikushinetsu,ishin,36,0.0396,0
hokurikushinetsu,independent,24,0.0264,0
hokurikushinetsu,reiwa,17,0.0187,0
hokurikushinetsu,mirai,3,0.0033,0
tokai,ldp,854,0.4557,12
tokai,chudo,415,0.2215,5
tokai,dpfp,207,0.1105,2
tokai,jcp,107,0.0571,1
tokai,ishin,92,0.0491,1
tokai,sansei,58,0.0309,0
tokai,reiwa,54,0.0288,0
tokai,genzei,53,0.0283,0
tokai,independent,14,0.0075,0
tokai,mirai,8,0.0043,0
tokai,shamin,5,0.0027,0
tokai,共産党,4,0.0021,0
tokai,hoshuto,2,0.0011,0
tokai,立憲民主党,1,0.0005,0
kinki,ldp,830,0.3351,10
kinki,ishin,682,0.2753,9
kinki,chudo,326,0.1316,4
kinki,jcp,281,0.1134,3
kinki,sansei,90,0.0363,1
kinki,dpfp,87,0.0351,1
kinki,independent,71,0.0287,0
kinki,reiwa,70,0.0283,0
kinki,mirai,17,0.0069,0
kinki,shoha,10,0.004,0
kinki,shamin,9,0.0036,0
kinki,自由民主党,3,0.0012,0
kinki,genzei,1,0.0004,0
chugoku,ldp,556,0.5816,7
chugoku,chudo,164,0.1715,2
chugoku,jcp,73,0.0764,1
chugoku,dpfp,59,0.0617,0
chugoku,sansei,34,0.0356,0
chugoku,ishin,30,0.0314,0
chugoku,reiwa,26,0.0272,0
chugoku,independent,8,0.0084,0
chugoku,mirai,5,0.0052,0
chugoku,shamin,1,0.001,0
shikoku,ldp,383,0.6089,5
shikoku,chudo,89,0.1415,1
shikoku,dpfp,67,0.1065,0
shikoku,jcp,32,0.0509,0
shikoku,ishin,23,0.0366,0
shikoku,sansei,22,0.035,0
shikoku,reiwa,6,0.0095,0
shikoku,independent,2,0.0032,0
shikoku,mirai,2,0.0032,0
shikoku,genzei,2,0.0032,0
shikoku,shamin,1,0.0016,0
kyushu,ldp,1117,0.5622,13
kyushu,chudo,309,0.1555,3
kyushu,dpfp,113,0.0569,1
kyushu,sansei,108,0.0544,1
kyushu,jcp,96,0.0483,1
kyushu,ishin,89,0.0448,1
kyushu,reiwa,60,0.0302,0
kyushu,independent,50,0.0252,0
kyushu,shamin,17,0.0086,0
kyushu,genzei,12,0.006,0
kyushu,mirai,9,0.0045,0
kyushu,立憲民主党,5,0.0025,0
kyushu,共産党,2,0.001,0
