district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_11,北海道11区,100,29,0.29,石川香織,chudo,14,中川紘一,ldp,12,2
05_1,秋田県1区,100,43,0.43,冨樫博之,ldp,25,早川周作,chudo,7,18
13_1,東京都1区,100,46,0.46,海江田万里,chudo,16,山田美樹,ldp,9,7
14_1,神奈川県1区,100,50,0.5,篠原豪,jcp,27,浅川義治,ishin,12,15
23_1,愛知県1区,100,54,0.54,吉田統彦,chudo,25,熊田裕通,ldp,17,8
26_1,京都府1区,100,61,0.61,勝目康,ldp,19,平竹耕三,chudo,15,4
27_1,大阪府1区,100,50,0.5,井上英孝,ishin,32,大西宏幸,ldp,9,23
32_1,島根県1区,100,56,0.56,高階恵美子,ldp,25,亀井亜紀子,chudo,19,6
40_1,福岡県1区,100,54,0.54,井上貴博,ldp,25,丸尾圭祐,chudo,18,7
47_1,沖縄県1区,100,56,0.56,赤嶺政賢,jcp,22,国場幸之助,ldp,19,3
