district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_11,北海道11区,100,45,0.45,石川香織,dpfp,25,中川紘一,ldp,19,6
05_1,秋田県1区,100,41,0.41,冨樫博之,ldp,18,早川周作,other,7,11
13_1,東京都1区,100,58,0.58,海江田万里,chudo,21,山田美樹,ldp,15,6
14_1,神奈川県1区,100,58,0.58,篠原豪,chudo,38,丸尾南都子,ldp,11,27
23_1,愛知県1区,100,61,0.61,吉田統彦,chudo,26,熊田裕通,ldp,23,3
26_1,京都府1区,100,53,0.53,勝目康,ldp,21,平竹耕三,chudo,17,4
27_1,大阪府1区,100,52,0.52,井上英孝,ishin,33,大西宏幸,ldp,6,27
32_1,島根県1区,100,64,0.64,亀井亜紀子,ishin,32,高階恵美子,ldp,25,7
40_1,福岡県1区,100,57,0.57,井上貴博,ldp,21,丸尾圭祐,chudo,19,2
47_1,沖縄県1区,100,59,0.59,国場幸之助,ldp,22,赤嶺政賢,jcp,20,2
