block,party,vote_count,vote_share,seats_won
hokkaido,chudo,245,0.4217,4
hokkaido,ldp,215,0.3701,4
hokkaido,jcp,46,0.0792,0
hokkaido,sansei,27,0.0465,0
hokkaido,dpfp,23,0.0396,0
hokkaido,reiwa,8,0.0138,0
hokkaido,mirai,7,0.012,0
hokkaido,ishin,7,0.012,0
hokkaido,shamin,3,0.0052,0
tohoku,ldp,555,0.5032,8
tohoku,chudo,303,0.2747,4
tohoku,dpfp,64,0.058,0
tohoku,jcp,50,0.0453,0
tohoku,sansei,48,0.0435,0
tohoku,independent,37,0.0335,0
tohoku,ishin,25,0.0227,0
tohoku,reiwa,16,0.0145,0
tohoku,mirai,4,0.0036,0
tohoku,genzei,1,0.0009,0
kitakanto,ldp,955,0.5182,12
kitakanto,chudo,331,0.1796,4
kitakanto,dpfp,131,0.0711,1
kitakanto,sansei,121,0.0657,1
kitakanto,jcp,106,0.0575,1
kitakanto,independent,79,0.0429,0
kitakanto,ishin,62,0.0336,0
kitakanto,reiwa,36,0.0195,0
kitakanto,mirai,9,0.0049,0
kitakanto,shoha,7,0.0038,0
kitakanto,genzei,5,0.0027,0
kitakanto,hoshuto,1,0.0005,0
minamikanto,ldp,734,0.4073,11
minamikanto,chudo,430,0.2386,6
minamikanto,jcp,189,0.1049,2
minamikanto,sansei,140,0.0777,2
minamikanto,dpfp,97,0.0538,1
minamikanto,ishin,77,0.0427,1
minamikanto,reiwa,53,0.0294,0
minamikanto,mirai,32,0.0178,0
minamikanto,genzei,21,0.0117,0
minamikanto,independent,20,0.0111,0
minamikanto,shamin,9,0.005,0
tokyo,ldp,377,0.2795,6
tokyo,chudo,242,0.1794,4
tokyo,dpfp,223,0.1653,3
tokyo,sansei,174,0.129,3
tokyo,ishin,89,0.066,1
tokyo,jcp,79,0.0586,1
tokyo,reiwa,60,0.0445,1
tokyo,shoha,39,0.0289,0
tokyo,mirai,27,0.02,0
tokyo,independent,19,0.0141,0
tokyo,genzei,18,0.0133,0
tokyo,shamin,1,0.0007,0
tokyo,hoshuto,1,0.0007,0
hokurikushinetsu,ldp,442,0.4643,6
hokurikushinetsu,chudo,226,0.2374,3
hokurikushinetsu,sansei,70,0.0735,1
hokurikushinetsu,jcp,64,0.0672,0
hokurikushinetsu,dpfp,54,0.0567,0
hokurikushinetsu,ishin,49,0.0515,0
hokurikushinetsu,independent,25,0.0263,0
hokurikushinetsu,reiwa,21,0.0221,0
hokurikushinetsu,shamin,1,0.0011,0
tokai,ldp,776,0.425,11
tokai,chudo,451,0.247,6
tokai,dpfp,172,0.0942,2
tokai,jcp,122,0.0668,1
tokai,sansei,92,0.0504,1
tokai,genzei,68,0.0372,0
tokai,ishin,58,0.0318,0
tokai,reiwa,48,0.0263,0
tokai,mirai,16,0.0088,0
tokai,independent,12,0.0066,0
tokai,hoshuto,7,0.0038,0
tokai,shamin,4,0.0022,0
kinki,ldp,798,0.3155,10
kinki,ishin,625,0.2471,7
kinki,chudo,333,0.1317,4
kinki,jcp,323,0.1277,4
kinki,sansei,128,0.0506,1
kinki,dpfp,96,0.038,1
kinki,reiwa,87,0.0344,1
kinki,independent,69,0.0273,0
kinki,mirai,34,0.0134,0
kinki,shamin,15,0.0059,0
kinki,shoha,14,0.0055,0
kinki,genzei,7,0.0028,0
chugoku,ldp,519,0.5356,7
chugoku,chudo,174,0.1796,2
chugoku,jcp,99,0.1022,1
chugoku,dpfp,64,0.066,0
chugoku,sansei,36,0.0372,0
chugoku,ishin,34,0.0351,0
chugoku,reiwa,20,0.0206,0
chugoku,independent,14,0.0144,0
chugoku,mirai,7,0.0072,0
chugoku,genzei,2,0.0021,0
shikoku,ldp,324,0.54,4
shikoku,chudo,93,0.155,1
shikoku,dpfp,74,0.1233,1
shikoku,sansei,40,0.0667,0
shikoku,jcp,31,0.0517,0
shikoku,ishin,21,0.035,0
shikoku,independent,8,0.0133,0
shikoku,mirai,5,0.0083,0
shikoku,reiwa,4,0.0067,0
kyushu,ldp,1001,0.5333,13
kyushu,chudo,297,0.1582,4
kyushu,sansei,126,0.0671,1
kyushu,dpfp,109,0.0581,1
kyushu,jcp,106,0.0565,1
kyushu,independent,69,0.0368,0
kyushu,ishin,68,0.0362,0
kyushu,shamin,40,0.0213,0
kyushu,reiwa,32,0.017,0
kyushu,genzei,16,0.0085,0
kyushu,mirai,10,0.0053,0
kyushu,hoshuto,3,0.0016,0
