block,party,vote_count,vote_share,seats_won
hokkaido,chudo,187,0.4359,4
hokkaido,ldp,180,0.4196,4
hokkaido,jcp,24,0.0559,0
hokkaido,sansei,11,0.0256,0
hokkaido,dpfp,10,0.0233,0
hokkaido,ishin,9,0.021,0
hokkaido,れいわ,5,0.0117,0
hokkaido,共産党,1,0.0023,0
hokkaido,reiwa,1,0.0023,0
hokkaido,参政,1,0.0023,0
tohoku,ldp,460,0.4797,7
tohoku,chudo,256,0.2669,4
tohoku,dpfp,84,0.0876,1
tohoku,jcp,42,0.0438,0
tohoku,ishin,41,0.0428,0
tohoku,sansei,28,0.0292,0
tohoku,reiwa,13,0.0136,0
tohoku,共産党,13,0.0136,0
tohoku,れいわ,9,0.0094,0
tohoku,その他,5,0.0052,0
tohoku,自民黨,5,0.0052,0
tohoku,立憲民主党,2,0.0021,0
tohoku,independent,1,0.001,0
kitakanto,ldp,865,0.4755,11
kitakanto,chudo,446,0.2452,5
kitakanto,dpfp,155,0.0852,2
kitakanto,ishin,102,0.0561,1
kitakanto,jcp,57,0.0313,0
kitakanto,sansei,49,0.0269,0
kitakanto,れいわ,31,0.017,0
kitakanto,その他,31,0.017,0
kitakanto,reiwa,20,0.011,0
kitakanto,共産党,19,0.0104,0
kitakanto,立憲民主党,14,0.0077,0
kitakanto,維新,7,0.0038,0
kitakanto,independent,7,0.0038,0
kitakanto,自民黨,5,0.0027,0
kitakanto,参政,3,0.0016,0
kitakanto,國民民主黨,2,0.0011,0
kitakanto,支持なし,2,0.0011,0
kitakanto,国民,2,0.0011,0
kitakanto,參政黨,1,0.0005,0
kitakanto,shoha,1,0.0005,0
minamikanto,ldp,781,0.4494,13
minamikanto,chudo,478,0.275,7
minamikanto,dpfp,99,0.057,1
minamikanto,ishin,98,0.0564,1
minamikanto,jcp,97,0.0558,1
minamikanto,sansei,47,0.027,0
minamikanto,れいわ,31,0.0178,0
minamikanto,reiwa,27,0.0155,0
minamikanto,共産党,21,0.0121,0
minamikanto,genzei,14,0.0081,0
minamikanto,その他,8,0.0046,0
minamikanto,shamin,8,0.0046,0
minamikanto,維新,7,0.004,0
minamikanto,民主,5,0.0029,0
minamikanto,立憲民主党,4,0.0023,0
minamikanto,自民,4,0.0023,0
minamikanto,国民,3,0.0017,0
minamikanto,mirai,2,0.0012,0
minamikanto,共産,2,0.0012,0
minamikanto,参政,1,0.0006,0
minamikanto,日本维新の会,1,0.0006,0
tokyo,ldp,454,0.3536,8
tokyo,chudo,307,0.2391,5
tokyo,dpfp,202,0.1573,3
tokyo,ishin,112,0.0872,2
tokyo,jcp,81,0.0631,1
tokyo,sansei,50,0.0389,0
tokyo,reiwa,20,0.0156,0
tokyo,shoha,15,0.0117,0
tokyo,れいわ,12,0.0093,0
tokyo,共産党,7,0.0055,0
tokyo,その他,7,0.0055,0
tokyo,mirai,6,0.0047,0
tokyo,genzei,6,0.0047,0
tokyo,independent,2,0.0016,0
tokyo,hoshuto,1,0.0008,0
tokyo,立憲民主党,1,0.0008,0
tokyo,日本共產黨,1,0.0008,0
hokurikushinetsu,ldp,422,0.4947,6
hokurikushinetsu,chudo,243,0.2849,3
hokurikushinetsu,dpfp,65,0.0762,1
hokurikushinetsu,ishin,35,0.041,0
hokurikushinetsu,jcp,35,0.041,0
hokurikushinetsu,sansei,30,0.0352,0
hokurikushinetsu,reiwa,8,0.0094,0
hokurikushinetsu,れいわ,8,0.0094,0
hokurikushinetsu,共産党,6,0.007,0
hokurikushinetsu,参政,1,0.0012,0
tokai,ldp,778,0.4356,11
tokai,chudo,435,0.2436,6
tokai,dpfp,199,0.1114,2
tokai,ishin,91,0.051,1
tokai,jcp,85,0.0476,1
tokai,sansei,55,0.0308,0
tokai,genzei,34,0.019,0
tokai,reiwa,27,0.0151,0
tokai,れいわ,24,0.0134,0
tokai,共産党,15,0.0084,0
tokai,その他,11,0.0062,0
tokai,shamin,11,0.0062,0
tokai,無投票,8,0.0045,0
tokai,立憲民主党,4,0.0022,0
tokai,国民,4,0.0022,0
tokai,維新,2,0.0011,0
tokai,日本維新の會,2,0.0011,0
tokai,参政,1,0.0006,0
kinki,ldp,744,0.3081,10
kinki,ishin,702,0.2907,9
kinki,chudo,436,0.1805,5
kinki,jcp,232,0.0961,3
kinki,dpfp,95,0.0393,1
kinki,reiwa,37,0.0153,0
kinki,sansei,37,0.0153,0
kinki,れいわ,29,0.012,0
kinki,independent,18,0.0075,0
kinki,その他,17,0.007,0
kinki,shamin,13,0.0054,0
kinki,mirai,11,0.0046,0
kinki,立憲民主党,9,0.0037,0
kinki,自民黨,8,0.0033,0
kinki,shoha,5,0.0021,0
kinki,国民,4,0.0017,0
kinki,維新,4,0.0017,0
kinki,共産党,3,0.0012,0
kinki,参政,3,0.0012,0
kinki,日本維新の會,2,0.0008,0
kinki,日本共產黨,2,0.0008,0
kinki,民主党・国民民主党連合,1,0.0004,0
kinki,民主党,1,0.0004,0
kinki,自由民主党,1,0.0004,0
kinki,日本共産黨,1,0.0004,0
chugoku,ldp,505,0.5454,7
chugoku,chudo,195,0.2106,2
chugoku,jcp,71,0.0767,1
chugoku,dpfp,68,0.0734,0
chugoku,ishin,37,0.04,0
chugoku,sansei,25,0.027,0
chugoku,reiwa,10,0.0108,0
chugoku,れいわ,7,0.0076,0
chugoku,共産党,3,0.0032,0
chugoku,立憲民主党,2,0.0022,0
chugoku,参政,1,0.0011,0
chugoku,independent,1,0.0011,0
chugoku,その他,1,0.0011,0
shikoku,ldp,313,0.5323,4
shikoku,chudo,89,0.1514,1
shikoku,dpfp,87,0.148,1
shikoku,ishin,36,0.0612,0
shikoku,jcp,24,0.0408,0
shikoku,sansei,19,0.0323,0
shikoku,その他,7,0.0119,0
shikoku,共産党,4,0.0068,0
shikoku,reiwa,3,0.0051,0
