district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
11_16,埼玉県16区,100,57,0.57,土屋品子,ldp,38,三角創太,chudo,14,24
12_14,千葉県14区,100,57,0.57,長野春信,ldp,27,野田佳彦,chudo,23,4
13_26,東京都26区,100,46,0.46,今岡植,ldp,22,宇佐美登,mirai,9,13
13_27,東京都27区,100,57,0.57,黒崎祐一,ldp,24,長妻昭,chudo,19,5
13_28,東京都28区,100,46,0.46,安藤高夫,ldp,17,高松智之,chudo,17,0
13_29,東京都29区,100,51,0.51,長沢興祐,ldp,23,木村剛司,chudo,11,12
13_30,東京都30区,100,56,0.56,長島昭久,ldp,26,川上竜世,dpfp,14,12
14_18,神奈川県18区,100,58,0.58,山際大志郎,ldp,35,宗野創,chudo,9,26
14_19,神奈川県19区,100,56,0.56,草間剛,ldp,29,深作ヘスス,dpfp,17,12
14_20,神奈川県20区,100,55,0.55,金沢結衣,ldp,33,大塚小百合,chudo,17,16
23_16,愛知県16区,100,63,0.63,山下史守朗,ldp,26,福田徹,dpfp,16,10
47_4,沖縄県4区,100,57,0.57,西銘恒三郎,ldp,28,砥板芳行,chudo,18,10
