block,party,vote_count,vote_share,seats_won
hokkaido,ldp,16,0.4444,4
hokkaido,chudo,10,0.2778,3
hokkaido,dpfp,4,0.1111,1
hokkaido,sansei,2,0.0556,0
hokkaido,reiwa,2,0.0556,0
hokkaido,共産党,1,0.0278,0
hokkaido,ishin,1,0.0278,0
tohoku,ldp,21,0.4468,6
tohoku,chudo,7,0.1489,2
tohoku,ishin,6,0.1277,1
tohoku,jcp,4,0.0851,1
tohoku,reiwa,4,0.0851,1
tohoku,dpfp,4,0.0851,1
tohoku,sansei,1,0.0213,0
tokyo,ishin,14,0.28,6
tokyo,chudo,14,0.28,5
tokyo,ldp,12,0.24,5
tokyo,jcp,5,0.1,2
tokyo,reiwa,3,0.06,1
tokyo,sansei,2,0.04,0
minamikanto,chudo,15,0.3125,8
minamikanto,ldp,14,0.2917,7
minamikanto,ishin,13,0.2708,7
minamikanto,reiwa,3,0.0625,1
minamikanto,jcp,1,0.0208,0
minamikanto,sansei,1,0.0208,0
minamikanto,共産党,1,0.0208,0
tokai,ldp,15,0.25,6
tokai,ishin,11,0.1833,4
tokai,chudo,11,0.1833,4
tokai,dpfp,7,0.1167,2
tokai,genzei,5,0.0833,2
tokai,jcp,4,0.0667,1
tokai,立憲民主党,3,0.05,1
tokai,reiwa,3,0.05,1
tokai,sansei,1,0.0167,0
kinki,ishin,31,0.3333,10
kinki,ldp,23,0.2473,7
kinki,chudo,15,0.1613,5
kinki,jcp,12,0.129,4
kinki,dpfp,6,0.0645,2
kinki,reiwa,3,0.0323,0
kinki,sansei,2,0.0215,0
kinki,mirai,1,0.0108,0
chugoku,ldp,37,0.6379,8
chugoku,chudo,9,0.1552,2
chugoku,ishin,3,0.0517,0
chugoku,dpfp,3,0.0517,0
chugoku,jcp,3,0.0517,0
chugoku,sansei,2,0.0345,0
chugoku,reiwa,1,0.0172,0
kyushu,ldp,37,0.3458,7
kyushu,ishin,24,0.2243,5
kyushu,jcp,19,0.1776,4
kyushu,chudo,15,0.1402,3
kyushu,reiwa,7,0.0654,1
kyushu,sansei,3,0.028,0
kyushu,立憲民主党,1,0.0093,0
kyushu,dpfp,1,0.0093,0
