block,party,vote_count,vote_share,seats_won
hokkaido,ldp,17,0.3864,4
hokkaido,chudo,15,0.3409,3
hokkaido,dpfp,4,0.0909,1
hokkaido,ishin,2,0.0455,0
hokkaido,reiwa,2,0.0455,0
hokkaido,sansei,2,0.0455,0
hokkaido,jcp,1,0.0227,0
hokkaido,共産党,1,0.0227,0
tohoku,ldp,23,0.5111,7
tohoku,dpfp,9,0.2,3
tohoku,chudo,6,0.1333,1
tohoku,jcp,3,0.0667,1
tohoku,ishin,2,0.0444,0
tohoku,reiwa,1,0.0222,0
tohoku,sansei,1,0.0222,0
tokyo,chudo,16,0.3265,6
tokyo,ldp,13,0.2653,5
tokyo,ishin,12,0.2449,5
tokyo,jcp,5,0.102,2
tokyo,sansei,3,0.0612,1
minamikanto,chudo,12,0.2727,7
minamikanto,ldp,11,0.25,6
minamikanto,ishin,7,0.1591,4
minamikanto,jcp,4,0.0909,2
minamikanto,reiwa,4,0.0909,2
minamikanto,sansei,3,0.0682,1
minamikanto,dpfp,2,0.0455,1
minamikanto,社会民主党,1,0.0227,0
tokai,ldp,14,0.3043,7
tokai,chudo,12,0.2609,6
tokai,ishin,7,0.1522,3
tokai,genzei,6,0.1304,3
tokai,jcp,4,0.087,1
tokai,sansei,2,0.0435,1
tokai,reiwa,1,0.0217,0
kinki,ishin,29,0.2843,9
kinki,ldp,27,0.2647,8
kinki,jcp,16,0.1569,5
kinki,dpfp,11,0.1078,3
kinki,chudo,9,0.0882,2
kinki,reiwa,6,0.0588,1
kinki,sansei,3,0.0294,0
kinki,mirai,1,0.0098,0
chugoku,ldp,31,0.5254,6
chugoku,chudo,19,0.322,4
chugoku,reiwa,3,0.0508,0
chugoku,jcp,2,0.0339,0
chugoku,sansei,2,0.0339,0
chugoku,dpfp,1,0.0169,0
chugoku,ishin,1,0.0169,0
kyushu,ldp,41,0.402,9
kyushu,ishin,24,0.2353,5
kyushu,chudo,13,0.1275,2
kyushu,reiwa,11,0.1078,2
kyushu,jcp,10,0.098,2
kyushu,sansei,2,0.0196,0
kyushu,dpfp,1,0.0098,0
