block,party,vote_count,vote_share,seats_won
hokkaido,ldp,218,0.4989,5
hokkaido,chudo,148,0.3387,3
hokkaido,jcp,26,0.0595,0
hokkaido,dpfp,20,0.0458,0
hokkaido,ishin,11,0.0252,0
hokkaido,れいわ,7,0.016,0
hokkaido,sansei,5,0.0114,0
hokkaido,日本共産黨,2,0.0046,0
tohoku,ldp,548,0.5513,8
tohoku,chudo,242,0.2435,3
tohoku,dpfp,68,0.0684,1
tohoku,jcp,54,0.0543,0
tohoku,sansei,28,0.0282,0
tohoku,ishin,26,0.0262,0
tohoku,れいわ,13,0.0131,0
tohoku,reiwa,9,0.0091,0
tohoku,その他,4,0.004,0
tohoku,independent,1,0.001,0
tohoku,参政,1,0.001,0
kitakanto,ldp,1031,0.5594,13
kitakanto,chudo,394,0.2138,4
kitakanto,dpfp,134,0.0727,1
kitakanto,ishin,105,0.057,1
kitakanto,jcp,79,0.0429,0
kitakanto,sansei,44,0.0239,0
kitakanto,reiwa,21,0.0114,0
kitakanto,れいわ,16,0.0087,0
kitakanto,その他,6,0.0033,0
kitakanto,independent,6,0.0033,0
kitakanto,支持なし,3,0.0016,0
kitakanto,shoha,2,0.0011,0
kitakanto,参政,1,0.0005,0
kitakanto,hoshuto,1,0.0005,0
minamikanto,ldp,1017,0.5207,14
minamikanto,chudo,489,0.2504,6
minamikanto,dpfp,120,0.0614,1
minamikanto,jcp,114,0.0584,1
minamikanto,ishin,106,0.0543,1
minamikanto,sansei,51,0.0261,0
minamikanto,reiwa,18,0.0092,0
minamikanto,genzei,14,0.0072,0
minamikanto,れいわ,9,0.0046,0
minamikanto,その他,6,0.0031,0
minamikanto,independent,5,0.0026,0
minamikanto,shamin,2,0.001,0
minamikanto,mirai,1,0.0005,0
minamikanto,参政,1,0.0005,0
tokyo,ldp,672,0.4486,10
tokyo,chudo,355,0.237,5
tokyo,dpfp,182,0.1215,2
tokyo,ishin,95,0.0634,1
tokyo,jcp,89,0.0594,1
tokyo,sansei,43,0.0287,0
tokyo,mirai,22,0.0147,0
tokyo,reiwa,18,0.012,0
tokyo,れいわ,12,0.008,0
tokyo,shoha,7,0.0047,0
tokyo,genzei,3,0.002,0
hokurikushinetsu,ldp,504,0.5714,7
hokurikushinetsu,chudo,198,0.2245,3
hokurikushinetsu,dpfp,55,0.0624,0
hokurikushinetsu,jcp,37,0.042,0
hokurikushinetsu,ishin,34,0.0385,0
hokurikushinetsu,sansei,25,0.0283,0
hokurikushinetsu,independent,15,0.017,0
hokurikushinetsu,reiwa,8,0.0091,0
hokurikushinetsu,れいわ,5,0.0057,0
hokurikushinetsu,共産党,1,0.0011,0
tokai,ldp,1026,0.5706,14
tokai,chudo,345,0.1919,4
tokai,dpfp,142,0.079,1
tokai,ishin,77,0.0428,1
tokai,jcp,74,0.0412,1
tokai,sansei,49,0.0273,0
tokai,reiwa,28,0.0156,0
tokai,genzei,25,0.0139,0
tokai,れいわ,20,0.0111,0
tokai,hoshuto,5,0.0028,0
tokai,shamin,3,0.0017,0
tokai,その他,2,0.0011,0
tokai,参政,1,0.0006,0
tokai,共産党,1,0.0006,0
kinki,ldp,1055,0.4354,13
kinki,ishin,536,0.2212,7
kinki,chudo,402,0.1659,5
kinki,jcp,221,0.0912,2
kinki,dpfp,83,0.0343,1
kinki,reiwa,37,0.0153,0
kinki,sansei,27,0.0111,0
kinki,れいわ,20,0.0083,0
kinki,independent,12,0.005,0
kinki,mirai,9,0.0037,0
kinki,shoha,7,0.0029,0
kinki,shamin,5,0.0021,0
kinki,自民黨,4,0.0017,0
kinki,その他,2,0.0008,0
kinki,参政,1,0.0004,0
kinki,日本維新の會,1,0.0004,0
kinki,労働組合,1,0.0004,0
chugoku,ldp,592,0.6053,8
chugoku,chudo,174,0.1779,2
chugoku,jcp,72,0.0736,0
chugoku,dpfp,67,0.0685,0
chugoku,ishin,31,0.0317,0
chugoku,sansei,26,0.0266,0
chugoku,reiwa,10,0.0102,0
chugoku,れいわ,4,0.0041,0
chugoku,その他,1,0.001,0
chugoku,参政,1,0.001,0
shikoku,ldp,341,0.5859,5
shikoku,chudo,84,0.1443,1
shikoku,dpfp,66,0.1134,0
shikoku,ishin,36,0.0619,0
shikoku,jcp,32,0.055,0
shikoku,sansei,21,0.0361,0
shikoku,れいわ,1,0.0017,0
shikoku,reiwa,1,0.0017,0
kyushu,ldp,1111,0.5692,14
kyushu,chudo,313,0.1603,3
kyushu,dpfp,135,0.0692,1
kyushu,ishin,113,0.0579,1
kyushu,jcp,110,0.0564,1
kyushu,sansei,66,0.0338,0
kyushu,reiwa,29,0.0149,0
kyushu,れいわ,19,0.0097,0
kyushu,shamin,18,0.0092,0
kyushu,genzei,18,0.0092,0
kyushu,その他,5,0.0026,0
kyushu,無投票,5,0.0026,0
kyushu,hoshuto,5,0.0026,0
kyushu,自民黨,3,0.0015,0
kyushu,参政,1,0.0005,0
kyushu,日本維新の會,1,0.0005,0
