district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_11,北海道11区,100,90,0.9,石川香織,chudo,53,中川紘一,ldp,34,19
05_1,秋田県1区,100,78,0.78,冨樫博之,ldp,34,木村佐知子,dpfp,13,21
13_1,東京都1区,100,91,0.91,海江田万里,chudo,33,山田美樹,ldp,24,9
14_1,神奈川県1区,100,89,0.89,篠原豪,chudo,49,丸尾南都子,ldp,23,26
23_1,愛知県1区,100,91,0.91,熊田裕通,ldp,38,吉田統彦,chudo,36,2
26_1,京都府1区,100,91,0.91,勝目康,ldp,27,平竹耕三,chudo,23,4
27_1,大阪府1区,100,86,0.86,井上英孝,ishin,38,竹内祥倫,jcp,20,18
32_1,島根県1区,100,92,0.92,高階恵美子,ldp,45,亀井亜紀子,chudo,29,16
40_1,福岡県1区,100,90,0.9,井上貴博,ldp,31,丸尾圭祐,chudo,26,5
47_1,沖縄県1区,100,89,0.89,国場幸之助,ldp,38,赤嶺政賢,jcp,23,15
