district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin
01_1,北海道1区,20,17,0.85,道下大樹,chudo,7,加藤貴弘,ldp,7,0
01_2,北海道2区,20,15,0.75,高橋祐介,ldp,7,山崎泉,ishin,3,4
01_3,北海道3区,20,4,0.2,高木宏寿,ldp,3,荒井優,chudo,1,2
01_4,北海道4区,20,16,0.8,中村裕之,ldp,8,大築紅葉,chudo,6,2
01_5,北海道5区,20,17,0.85,和田義明,ldp,10,池田真紀,chudo,7,3
01_6,北海道6区,20,14,0.7,東国幹,ldp,10,西川将人,chudo,2,8
01_7,北海道7区,20,16,0.8,鈴木貴子,ldp,11,篠田奈保子,chudo,5,6
01_8,北海道8区,20,16,0.8,逢坂誠二,chudo,9,向山淳,ldp,7,2
01_9,北海道9区,20,17,0.85,松下英樹,ldp,10,山岡達丸,chudo,5,5
01_10,北海道10区,20,16,0.8,渡辺孝一,ldp,10,神谷裕,chudo,6,4
01_11,北海道11区,20,17,0.85,石川香織,chudo,9,中川紘一,ldp,8,1
01_12,北海道12区,20,17,0.85,武部新,ldp,11,川原田英世,chudo,6,5
02_1,青森県1区,20,16,0.8,津島淳,ldp,12,升田世喜男,chudo,3,9
02_2,青森県2区,20,17,0.85,神田潤一,ldp,11,久保将,jcp,2,9
02_3,青森県3区,20,17,0.85,木村次郎,ldp,12,岡田華子,chudo,4,8
03_1,岩手県1区,20,16,0.8,米内紘正,ldp,9,階猛,chudo,7,2
03_2,岩手県2区,20,17,0.85,鈴木俊一,ldp,10,佐々木真琴,dpfp,7,3
03_3,岩手県3区,20,17,0.85,小沢一郎,chudo,10,藤原崇,ldp,7,3
04_1,宮城県1区,20,17,0.85,土井亨,ldp,6,岡本章子,chudo,6,0
04_2,宮城県2区,20,15,0.75,鎌田さゆり,chudo,6,渡辺勝幸,ldp,5,1
04_3,宮城県3区,20,16,0.8,西村明宏,ldp,9,柳沢剛,chudo,6,3
04_4,宮城県4区,20,17,0.85,森下千里,ldp,8,安住淳,chudo,7,1
04_5,宮城県5区,20,16,0.8,小野寺五典,ldp,10,境恒春,chudo,5,5
05_1,秋田県1区,20,17,0.85,冨樫博之,ldp,11,早川周作,chudo,3,8
